Visit_ID,Lead_ID,Visit_Date,Sales_Executive_ID,Visit_Rating,Family_Attended,Sample_Flat,Visit_Duration,Booking_Probability
VISIT00321,LEAD00536,2026-07-14,EXEC25,4,Yes,4BHK,110,0.49
VISIT00322,LEAD00540,2026-02-01,EXEC08,4,Yes,4BHK,95,0.47
VISIT00323,LEAD00540,2026-02-28,EXEC08,4,Yes,4BHK,71,0.56
VISIT00324,LEAD00541,2026-11-23,EXEC03,5,Yes,3BHK,120,0.55
VISIT00325,LEAD00544,2026-06-12,EXEC09,2,Yes,5BHK,89,0.2
VISIT00326,LEAD00551,2025-01-29,EXEC10,4,No,3BHK,78,0.36
VISIT00327,LEAD00552,2025-08-06,EXEC20,4,No,4BHK,111,0.46
VISIT00328,LEAD00553,2024-02-04,EXEC03,4,No,3BHK,83,0.35
VISIT00329,LEAD00556,2026-12-08,EXEC13,5,No,4BHK,137,0.97
VISIT00330,LEAD00556,2026-12-28,EXEC13,5,No,3BHK,67,0.97
VISIT00331,LEAD00561,2024-01-30,EXEC29,4,No,3BHK,129,0.45
VISIT00332,LEAD00564,2026-04-24,EXEC14,4,No,3BHK,86,0.38
VISIT00333,LEAD00567,2024-08-15,EXEC25,3,Yes,3BHK,80,0.34
VISIT00334,LEAD00568,2024-09-17,EXEC05,5,No,4BHK,97,0.75
VISIT00335,LEAD00568,2024-11-03,EXEC05,3,No,3BHK,93,0.56
VISIT00336,LEAD00569,2026-08-13,EXEC07,4,Yes,3BHK,95,0.77
VISIT00337,LEAD00572,2026-07-05,EXEC21,4,Yes,4BHK,122,0.57
VISIT00338,LEAD00574,2024-02-24,EXEC11,4,No,4BHK,95,0.71
VISIT00339,LEAD00574,2024-03-18,EXEC11,5,Yes,4BHK,120,0.97
VISIT00340,LEAD00574,2024-04-16,EXEC11,5,No,3BHK,122,0.97
VISIT00341,LEAD00575,2024-06-16,EXEC08,4,Yes,4BHK,85,0.46
VISIT00342,LEAD00577,2025-07-16,EXEC07,3,No,4BHK,83,0.37
VISIT00343,LEAD00580,2026-08-21,EXEC16,3,Yes,3BHK,112,0.29
VISIT00344,LEAD00586,2026-09-12,EXEC14,4,No,4BHK,123,0.45
VISIT00345,LEAD00587,2025-04-27,EXEC25,3,No,3BHK,125,0.36
VISIT00346,LEAD00587,2025-05-25,EXEC25,3,No,5BHK,116,0.55
VISIT00347,LEAD00588,2025-04-26,EXEC06,4,No,3BHK,77,0.43
VISIT00348,LEAD00588,2025-06-25,EXEC06,3,Yes,4BHK,91,0.52
VISIT00349,LEAD00588,2025-07-07,EXEC06,3,Yes,3BHK,121,0.65
VISIT00350,LEAD00589,2024-02-28,EXEC03,5,Yes,3BHK,100,0.89
VISIT00351,LEAD00590,2024-07-21,EXEC27,5,Yes,3BHK,149,0.78
VISIT00352,LEAD00591,2024-08-20,EXEC10,4,Yes,5BHK,110,0.47
VISIT00353,LEAD00591,2024-09-29,EXEC10,3,Yes,4BHK,109,0.45
VISIT00354,LEAD00592,2024-12-15,EXEC07,3,Yes,3BHK,96,0.4
VISIT00355,LEAD00594,2024-10-16,EXEC09,3,No,4BHK,83,0.35
VISIT00356,LEAD00597,2025-12-04,EXEC16,4,Yes,4BHK,75,0.48
VISIT00357,LEAD00598,2026-01-18,EXEC23,2,No,3BHK,90,0.13
VISIT00358,LEAD00599,2024-02-12,EXEC28,4,Yes,4BHK,111,0.48
VISIT00359,LEAD00600,2024-12-31,EXEC21,3,No,3BHK,87,0.4
VISIT00360,LEAD00601,2025-07-16,EXEC29,4,No,3BHK,107,0.45
VISIT00361,LEAD00605,2025-04-25,EXEC06,5,Yes,3BHK,91,0.56
VISIT00362,LEAD00607,2025-01-06,EXEC14,5,Yes,3BHK,141,0.93
VISIT00363,LEAD00610,2026-03-20,EXEC05,3,Yes,5BHK,98,0.39
VISIT00364,LEAD00616,2025-07-27,EXEC01,5,No,4BHK,75,0.55
VISIT00365,LEAD00617,2026-06-23,EXEC11,3,No,3BHK,87,0.26
VISIT00366,LEAD00622,2024-10-13,EXEC26,5,Yes,3BHK,124,0.72
VISIT00367,LEAD00631,2026-12-31,EXEC20,3,Yes,3BHK,101,0.31
VISIT00368,LEAD00631,2026-12-31,EXEC20,3,Yes,4BHK,66,0.41
VISIT00369,LEAD00633,2026-06-28,EXEC22,5,Yes,3BHK,94,0.54
VISIT00370,LEAD00637,2024-02-07,EXEC04,3,No,3BHK,107,0.25
VISIT00371,LEAD00638,2024-09-18,EXEC16,2,No,3BHK,74,0.23
VISIT00372,LEAD00639,2025-01-27,EXEC16,3,Yes,3BHK,117,0.28
VISIT00373,LEAD00640,2025-10-12,EXEC01,4,Yes,3BHK,102,0.64
VISIT00374,LEAD00642,2026-02-10,EXEC12,3,Yes,4BHK,58,0.36
VISIT00375,LEAD00643,2026-03-15,EXEC20,4,No,5BHK,78,0.46
VISIT00376,LEAD00644,2025-07-10,EXEC10,4,Yes,3BHK,96,0.43
VISIT00377,LEAD00648,2024-01-27,EXEC16,2,No,3BHK,59,0.06
VISIT00378,LEAD00650,2024-09-17,EXEC08,3,No,3BHK,76,0.29
VISIT00379,LEAD00650,2024-10-17,EXEC08,3,No,3BHK,115,0.41
VISIT00380,LEAD00651,2024-11-13,EXEC24,3,No,4BHK,108,0.29
VISIT00381,LEAD00652,2025-03-19,EXEC08,3,No,3BHK,108,0.3
VISIT00382,LEAD00654,2025-09-08,EXEC07,3,Yes,3BHK,74,0.45
VISIT00383,LEAD00654,2025-10-06,EXEC07,3,Yes,4BHK,66,0.57
VISIT00384,LEAD00654,2025-10-28,EXEC07,3,Yes,3BHK,103,0.55
VISIT00385,LEAD00656,2025-09-12,EXEC13,3,No,3BHK,54,0.4
VISIT00386,LEAD00656,2025-10-17,EXEC13,3,Yes,4BHK,95,0.5
VISIT00387,LEAD00659,2026-04-11,EXEC20,4,Yes,3BHK,102,0.51
VISIT00388,LEAD00664,2026-12-31,EXEC27,5,No,4BHK,88,0.62
VISIT00389,LEAD00669,2026-05-03,EXEC27,5,Yes,3BHK,98,0.71
VISIT00390,LEAD00669,2026-06-21,EXEC27,4,No,3BHK,130,0.75
VISIT00391,LEAD00670,2026-03-02,EXEC02,4,Yes,5BHK,95,0.41
VISIT00392,LEAD00671,2026-08-20,EXEC02,4,No,3BHK,78,0.33
VISIT00393,LEAD00672,2026-11-30,EXEC13,3,No,3BHK,66,0.27
VISIT00394,LEAD00673,2026-03-07,EXEC27,5,Yes,3BHK,118,0.93
VISIT00395,LEAD00673,2026-04-23,EXEC27,4,Yes,3BHK,126,0.94
VISIT00396,LEAD00675,2024-04-08,EXEC23,5,Yes,3BHK,75,0.47
VISIT00397,LEAD00678,2024-09-15,EXEC08,3,Yes,3BHK,96,0.36
VISIT00398,LEAD00679,2024-04-04,EXEC21,4,No,3BHK,117,0.56
VISIT00399,LEAD00680,2024-04-20,EXEC02,4,No,3BHK,64,0.41
VISIT00400,LEAD00680,2024-05-25,EXEC02,3,Yes,4BHK,97,0.36
VISIT00401,LEAD00685,2025-04-20,EXEC14,4,No,3BHK,104,0.55
VISIT00402,LEAD00685,2025-05-23,EXEC14,5,No,4BHK,111,0.82
VISIT00403,LEAD00685,2025-08-09,EXEC14,4,Yes,3BHK,123,0.77
VISIT00404,LEAD00688,2025-03-09,EXEC17,5,No,4BHK,135,0.9
VISIT00405,LEAD00688,2025-04-02,EXEC17,4,No,3BHK,97,0.91
VISIT00406,LEAD00689,2026-09-13,EXEC15,4,Yes,4BHK,99,0.39
VISIT00407,LEAD00690,2026-12-31,EXEC05,5,Yes,3BHK,85,0.96
VISIT00408,LEAD00690,2026-12-31,EXEC05,3,Yes,4BHK,82,0.78
VISIT00409,LEAD00690,2026-12-31,EXEC05,5,No,5BHK,91,0.97
VISIT00410,LEAD00693,2026-12-31,EXEC12,4,Yes,3BHK,113,0.49
VISIT00411,LEAD00693,2026-12-31,EXEC12,4,Yes,3BHK,81,0.47
VISIT00412,LEAD00695,2026-03-09,EXEC05,3,No,4BHK,102,0.28
VISIT00413,LEAD00696,2024-08-27,EXEC11,4,Yes,3BHK,99,0.56
VISIT00414,LEAD00699,2026-01-15,EXEC26,4,No,3BHK,125,0.43
VISIT00415,LEAD00707,2026-02-10,EXEC10,3,No,3BHK,88,0.42
VISIT00416,LEAD00707,2026-03-04,EXEC10,3,No,3BHK,76,0.55
VISIT00417,LEAD00710,2026-02-09,EXEC05,4,No,4BHK,77,0.42
VISIT00418,LEAD00711,2026-06-24,EXEC29,5,Yes,3BHK,109,0.64
VISIT00419,LEAD00717,2026-12-19,EXEC04,5,No,3BHK,113,0.59
VISIT00420,LEAD00718,2024-08-19,EXEC08,5,No,3BHK,92,0.53
VISIT00421,LEAD00726,2025-01-14,EXEC20,4,Yes,3BHK,126,0.5
VISIT00422,LEAD00728,2025-01-11,EXEC22,5,Yes,3BHK,87,0.6
VISIT00423,LEAD00729,2025-06-28,EXEC12,5,Yes,4BHK,124,0.64
VISIT00424,LEAD00731,2026-02-03,EXEC11,4,No,4BHK,78,0.69
VISIT00425,LEAD00731,2026-03-07,EXEC11,5,No,3BHK,89,0.84
VISIT00426,LEAD00732,2026-08-08,EXEC21,5,No,4BHK,145,0.54
VISIT00427,LEAD00732,2026-08-20,EXEC21,3,No,3BHK,132,0.42
VISIT00428,LEAD00733,2026-09-11,EXEC25,4,No,3BHK,98,0.47
VISIT00429,LEAD00735,2025-01-08,EXEC14,4,Yes,3BHK,96,0.52
VISIT00430,LEAD00737,2025-11-30,EXEC01,4,Yes,4BHK,121,0.84
VISIT00431,LEAD00737,2025-12-20,EXEC01,5,Yes,3BHK,111,0.97
VISIT00432,LEAD00738,2025-04-18,EXEC04,4,Yes,4BHK,120,0.47
VISIT00433,LEAD00740,2026-11-13,EXEC07,3,Yes,4BHK,125,0.44
VISIT00434,LEAD00740,2026-12-07,EXEC07,2,Yes,4BHK,102,0.3
VISIT00435,LEAD00743,2026-05-12,EXEC23,4,Yes,5BHK,82,0.52
VISIT00436,LEAD00745,2026-01-20,EXEC27,5,Yes,4BHK,135,0.97
VISIT00437,LEAD00745,2026-02-21,EXEC27,4,Yes,4BHK,70,0.87
VISIT00438,LEAD00745,2026-04-22,EXEC27,5,No,5BHK,111,0.97
VISIT00439,LEAD00749,2024-10-03,EXEC15,3,No,3BHK,94,0.62
VISIT00440,LEAD00749,2024-11-15,EXEC15,5,Yes,4BHK,118,0.97
VISIT00441,LEAD00749,2025-01-15,EXEC15,5,Yes,5BHK,137,0.97
VISIT00442,LEAD00750,2025-08-23,EXEC25,4,No,3BHK,91,0.56
VISIT00443,LEAD00750,2025-10-21,EXEC25,4,Yes,3BHK,111,0.55
VISIT00444,LEAD00751,2026-01-15,EXEC22,4,Yes,3BHK,103,0.66
VISIT00445,LEAD00751,2026-01-31,EXEC22,3,Yes,5BHK,70,0.68
VISIT00446,LEAD00754,2026-07-29,EXEC15,2,Yes,4BHK,76,0.24
VISIT00447,LEAD00756,2024-08-12,EXEC02,4,No,3BHK,120,0.53
VISIT00448,LEAD00757,2024-09-23,EXEC15,5,Yes,4BHK,118,0.96
VISIT00449,LEAD00758,2026-03-15,EXEC08,3,No,4BHK,69,0.18
VISIT00450,LEAD00761,2026-10-22,EXEC03,4,Yes,5BHK,94,0.38
VISIT00451,LEAD00764,2026-04-10,EXEC25,5,Yes,4BHK,142,0.9
VISIT00452,LEAD00764,2026-04-15,EXEC25,5,No,4BHK,122,0.97
VISIT00453,LEAD00764,2026-05-24,EXEC25,5,No,4BHK,115,0.97
VISIT00454,LEAD00770,2025-01-01,EXEC08,4,No,3BHK,142,0.4
VISIT00455,LEAD00771,2025-09-20,EXEC25,3,Yes,4BHK,108,0.34
VISIT00456,LEAD00771,2025-11-04,EXEC25,4,No,3BHK,112,0.45
VISIT00457,LEAD00776,2024-10-31,EXEC29,3,No,3BHK,98,0.36
VISIT00458,LEAD00777,2025-03-18,EXEC02,3,Yes,3BHK,150,0.59
VISIT00459,LEAD00777,2025-04-12,EXEC02,5,Yes,3BHK,146,0.9
VISIT00460,LEAD00777,2025-04-07,EXEC02,5,Yes,3BHK,125,0.9
VISIT00461,LEAD00780,2024-03-17,EXEC26,4,Yes,4BHK,132,0.78
VISIT00462,LEAD00785,2025-12-14,EXEC09,5,No,4BHK,108,0.83
VISIT00463,LEAD00785,2026-02-02,EXEC09,4,No,4BHK,118,0.89
VISIT00464,LEAD00785,2026-04-11,EXEC09,4,Yes,5BHK,97,0.97
VISIT00465,LEAD00786,2024-09-17,EXEC27,4,Yes,3BHK,130,0.84
VISIT00466,LEAD00786,2024-11-01,EXEC27,5,Yes,4BHK,115,0.97
VISIT00467,LEAD00791,2025-02-10,EXEC29,4,Yes,3BHK,94,0.52
VISIT00468,LEAD00791,2025-03-30,EXEC29,3,Yes,3BHK,125,0.44
VISIT00469,LEAD00794,2026-10-18,EXEC20,5,No,4BHK,115,0.97
VISIT00470,LEAD00794,2026-11-14,EXEC20,4,No,4BHK,129,0.85
VISIT00471,LEAD00794,2026-10-31,EXEC20,4,Yes,4BHK,85,0.88
VISIT00472,LEAD00795,2026-12-31,EXEC10,5,Yes,3BHK,143,0.82
VISIT00473,LEAD00795,2026-12-31,EXEC10,5,No,5BHK,99,0.83
VISIT00474,LEAD00795,2026-12-31,EXEC10,4,Yes,3BHK,112,0.8
VISIT00475,LEAD00797,2025-10-02,EXEC28,4,Yes,3BHK,83,0.46
VISIT00476,LEAD00797,2025-10-23,EXEC28,5,Yes,3BHK,125,0.76
VISIT00477,LEAD00802,2026-12-31,EXEC12,2,Yes,4BHK,69,0.23
VISIT00478,LEAD00804,2025-08-08,EXEC11,4,Yes,4BHK,93,0.78
VISIT00479,LEAD00804,2025-10-08,EXEC11,4,No,4BHK,110,0.83
VISIT00480,LEAD00805,2026-03-25,EXEC11,4,Yes,5BHK,118,0.71
VISIT00481,LEAD00805,2026-04-28,EXEC11,4,Yes,3BHK,121,0.72
VISIT00482,LEAD00805,2026-05-27,EXEC11,4,Yes,3BHK,98,0.84
VISIT00483,LEAD00806,2024-05-28,EXEC17,4,Yes,3BHK,143,0.52
VISIT00484,LEAD00807,2024-07-08,EXEC12,4,Yes,3BHK,114,0.65
VISIT00485,LEAD00807,2024-07-15,EXEC12,4,Yes,4BHK,66,0.58
VISIT00486,LEAD00808,2024-02-28,EXEC04,3,No,4BHK,71,0.33
VISIT00487,LEAD00811,2024-03-04,EXEC21,3,No,5BHK,109,0.21
VISIT00488,LEAD00815,2025-12-21,EXEC04,4,Yes,4BHK,139,0.48
VISIT00489,LEAD00819,2024-11-29,EXEC07,5,Yes,3BHK,99,0.78
VISIT00490,LEAD00821,2026-11-28,EXEC23,5,Yes,3BHK,172,0.61
VISIT00491,LEAD00823,2024-10-27,EXEC04,4,No,3BHK,118,0.52
VISIT00492,LEAD00823,2024-11-22,EXEC04,4,Yes,3BHK,110,0.64
VISIT00493,LEAD00824,2024-12-28,EXEC30,5,Yes,4BHK,103,0.95
VISIT00494,LEAD00825,2026-12-18,EXEC12,5,Yes,3BHK,121,0.97
VISIT00495,LEAD00827,2024-12-11,EXEC28,4,No,3BHK,116,0.78
VISIT00496,LEAD00827,2024-12-21,EXEC28,3,Yes,3BHK,87,0.74
VISIT00497,LEAD00828,2025-10-25,EXEC29,5,No,3BHK,106,0.62
VISIT00498,LEAD00829,2025-10-22,EXEC04,3,Yes,5BHK,84,0.34
VISIT00499,LEAD00832,2024-09-29,EXEC11,3,No,4BHK,96,0.7
VISIT00500,LEAD00832,2024-11-10,EXEC11,4,No,3BHK,126,0.79
VISIT00501,LEAD00832,2024-11-21,EXEC11,4,Yes,3BHK,150,0.94
VISIT00502,LEAD00834,2026-05-24,EXEC21,4,No,4BHK,95,0.39
VISIT00503,LEAD00834,2026-06-17,EXEC21,3,Yes,4BHK,82,0.54
VISIT00504,LEAD00834,2026-08-15,EXEC21,4,No,3BHK,100,0.63
VISIT00505,LEAD00836,2024-10-12,EXEC05,3,Yes,3BHK,97,0.36
VISIT00506,LEAD00837,2024-12-04,EXEC28,5,No,3BHK,111,0.94
VISIT00507,LEAD00838,2025-05-13,EXEC05,4,Yes,4BHK,68,0.58
VISIT00508,LEAD00839,2025-11-30,EXEC18,5,Yes,3BHK,101,0.73
VISIT00509,LEAD00841,2025-07-26,EXEC19,5,Yes,5BHK,107,0.97
VISIT00510,LEAD00841,2025-08-11,EXEC19,4,Yes,3BHK,50,0.95
VISIT00511,LEAD00841,2025-08-26,EXEC19,4,Yes,4BHK,90,0.9
VISIT00512,LEAD00843,2026-05-28,EXEC05,4,Yes,4BHK,112,0.49
VISIT00513,LEAD00846,2024-04-27,EXEC08,4,No,3BHK,110,0.36
VISIT00514,LEAD00846,2024-05-16,EXEC08,4,Yes,3BHK,104,0.63
VISIT00515,LEAD00848,2025-05-11,EXEC16,3,No,3BHK,90,0.29
VISIT00516,LEAD00852,2026-03-24,EXEC19,4,No,3BHK,60,0.84
VISIT00517,LEAD00852,2026-04-01,EXEC19,5,No,3BHK,108,0.97
VISIT00518,LEAD00852,2026-07-04,EXEC19,5,Yes,5BHK,133,0.97
VISIT00519,LEAD00856,2025-07-08,EXEC22,5,No,3BHK,90,0.82
VISIT00520,LEAD00856,2025-08-01,EXEC22,4,No,3BHK,111,0.86
VISIT00521,LEAD00857,2026-03-25,EXEC23,4,Yes,3BHK,91,0.43
VISIT00522,LEAD00860,2026-10-23,EXEC20,3,Yes,3BHK,97,0.25
VISIT00523,LEAD00862,2024-04-06,EXEC23,4,Yes,4BHK,117,0.56
VISIT00524,LEAD00862,2024-05-17,EXEC23,4,Yes,4BHK,79,0.52
VISIT00525,LEAD00866,2024-08-18,EXEC15,5,Yes,3BHK,131,0.92
VISIT00526,LEAD00866,2024-09-23,EXEC15,4,No,4BHK,65,0.83
VISIT00527,LEAD00868,2025-09-17,EXEC21,4,Yes,3BHK,78,0.51
VISIT00528,LEAD00869,2024-08-21,EXEC27,4,Yes,3BHK,95,0.42
VISIT00529,LEAD00869,2024-09-20,EXEC27,5,Yes,3BHK,151,0.64
VISIT00530,LEAD00873,2026-06-03,EXEC05,5,Yes,3BHK,122,0.74
VISIT00531,LEAD00873,2026-06-28,EXEC05,4,Yes,4BHK,91,0.63
VISIT00532,LEAD00875,2026-12-31,EXEC22,5,Yes,3BHK,139,0.48
VISIT00533,LEAD00876,2026-03-08,EXEC24,3,No,3BHK,71,0.34
VISIT00534,LEAD00877,2026-04-02,EXEC09,4,Yes,4BHK,74,0.39
VISIT00535,LEAD00882,2025-12-18,EXEC08,5,No,4BHK,108,0.8
VISIT00536,LEAD00886,2026-12-31,EXEC12,5,No,4BHK,134,0.83
VISIT00537,LEAD00887,2026-12-31,EXEC10,3,No,4BHK,107,0.21
VISIT00538,LEAD00890,2026-12-20,EXEC07,5,Yes,3BHK,112,0.87
VISIT00539,LEAD00890,2026-12-31,EXEC07,5,No,3BHK,119,0.97
VISIT00540,LEAD00902,2024-11-05,EXEC20,5,Yes,4BHK,120,0.63
VISIT00541,LEAD00902,2025-01-20,EXEC20,5,No,3BHK,146,0.75
VISIT00542,LEAD00902,2025-03-06,EXEC20,3,Yes,5BHK,97,0.62
VISIT00543,LEAD00906,2026-12-31,EXEC20,4,No,4BHK,113,0.37
VISIT00544,LEAD00907,2026-05-13,EXEC20,4,No,3BHK,104,0.47
VISIT00545,LEAD00908,2026-07-30,EXEC22,3,No,3BHK,79,0.31
VISIT00546,LEAD00911,2025-03-10,EXEC13,5,No,3BHK,118,0.86
VISIT00547,LEAD00911,2025-04-13,EXEC13,5,No,3BHK,125,0.9
VISIT00548,LEAD00911,2025-06-22,EXEC13,4,No,4BHK,109,0.89
VISIT00549,LEAD00913,2026-01-14,EXEC03,3,No,3BHK,110,0.34
VISIT00550,LEAD00915,2025-10-13,EXEC26,3,No,3BHK,98,0.2
VISIT00551,LEAD00918,2024-05-07,EXEC12,4,Yes,4BHK,113,0.45
VISIT00552,LEAD00919,2024-07-16,EXEC19,3,Yes,4BHK,108,0.23
VISIT00553,LEAD00920,2024-03-10,EXEC24,3,No,4BHK,97,0.29
VISIT00554,LEAD00921,2026-02-12,EXEC16,3,Yes,3BHK,86,0.41
VISIT00555,LEAD00921,2026-04-11,EXEC16,3,No,3BHK,112,0.42
VISIT00556,LEAD00927,2026-12-31,EXEC02,3,Yes,3BHK,89,0.3
VISIT00557,LEAD00931,2026-08-10,EXEC07,4,No,3BHK,111,0.42
VISIT00558,LEAD00932,2025-06-22,EXEC10,2,No,3BHK,127,0.38
VISIT00559,LEAD00932,2025-07-28,EXEC10,4,No,4BHK,113,0.74
VISIT00560,LEAD00934,2026-04-20,EXEC19,4,Yes,5BHK,103,0.6
VISIT00561,LEAD00934,2026-05-16,EXEC19,4,No,4BHK,128,0.7
VISIT00562,LEAD00934,2026-06-25,EXEC19,2,Yes,4BHK,95,0.68
VISIT00563,LEAD00936,2025-07-07,EXEC02,3,Yes,3BHK,91,0.36
VISIT00564,LEAD00937,2024-11-17,EXEC22,3,No,3BHK,74,0.35
VISIT00565,LEAD00938,2026-07-13,EXEC10,5,Yes,4BHK,98,0.58
VISIT00566,LEAD00939,2026-11-18,EXEC30,3,No,3BHK,105,0.32
VISIT00567,LEAD00940,2026-12-31,EXEC15,4,Yes,3BHK,130,0.52
VISIT00568,LEAD00942,2026-11-18,EXEC04,3,Yes,4BHK,118,0.4
VISIT00569,LEAD00945,2024-02-10,EXEC19,4,Yes,3BHK,106,0.53
VISIT00570,LEAD00945,2024-03-08,EXEC19,3,Yes,4BHK,128,0.52
VISIT00571,LEAD00945,2024-04-03,EXEC19,4,No,3BHK,139,0.69
VISIT00572,LEAD00947,2024-04-01,EXEC07,4,No,5BHK,95,0.42
VISIT00573,LEAD00947,2024-04-15,EXEC07,5,Yes,4BHK,112,0.59
VISIT00574,LEAD00948,2026-06-30,EXEC30,5,Yes,4BHK,103,0.56
VISIT00575,LEAD00950,2025-12-25,EXEC08,3,No,3BHK,86,0.25
VISIT00576,LEAD00952,2024-02-24,EXEC07,4,No,4BHK,109,0.42
VISIT00577,LEAD00953,2026-01-07,EXEC08,2,Yes,3BHK,97,0.16
VISIT00578,LEAD00954,2026-09-07,EXEC25,3,No,3BHK,123,0.27
VISIT00579,LEAD00962,2024-05-23,EXEC25,3,Yes,3BHK,94,0.31
VISIT00580,LEAD00964,2024-12-16,EXEC21,4,Yes,5BHK,103,0.41
VISIT00581,LEAD00964,2024-12-29,EXEC21,4,Yes,4BHK,112,0.54
VISIT00582,LEAD00966,2025-05-23,EXEC22,4,Yes,4BHK,114,0.49
VISIT00583,LEAD00966,2025-06-14,EXEC22,2,No,3BHK,106,0.28
VISIT00584,LEAD00966,2025-08-14,EXEC22,4,Yes,3BHK,98,0.67
VISIT00585,LEAD00968,2024-03-08,EXEC02,4,Yes,4BHK,104,0.39
VISIT00586,LEAD00972,2025-07-12,EXEC08,5,Yes,4BHK,97,0.93
VISIT00587,LEAD00972,2025-07-28,EXEC08,4,Yes,4BHK,124,0.89
VISIT00588,LEAD00973,2025-11-11,EXEC20,3,Yes,4BHK,93,0.33
VISIT00589,LEAD00978,2026-12-23,EXEC20,4,Yes,4BHK,140,0.46
VISIT00590,LEAD00979,2025-12-27,EXEC25,5,No,3BHK,121,0.58
VISIT00591,LEAD00981,2026-04-20,EXEC10,4,No,4BHK,138,0.38
VISIT00592,LEAD00982,2024-03-16,EXEC03,5,Yes,3BHK,87,0.6
VISIT00593,LEAD00982,2024-04-27,EXEC03,4,No,4BHK,112,0.5
VISIT00594,LEAD00984,2025-09-08,EXEC28,4,Yes,3BHK,95,0.62
VISIT00595,LEAD00987,2024-05-10,EXEC18,4,Yes,4BHK,123,0.51
VISIT00596,LEAD00987,2024-06-04,EXEC18,3,Yes,3BHK,63,0.51
VISIT00597,LEAD00998,2025-09-04,EXEC09,3,Yes,3BHK,101,0.38
VISIT00598,LEAD01001,2026-04-14,EXEC15,5,Yes,3BHK,100,0.87
VISIT00599,LEAD01002,2024-11-16,EXEC14,4,Yes,3BHK,115,0.49
VISIT00600,LEAD01002,2024-12-29,EXEC14,4,Yes,4BHK,111,0.63
VISIT00601,LEAD01003,2024-07-26,EXEC07,2,Yes,3BHK,106,0.13
VISIT00602,LEAD01003,2024-08-25,EXEC07,4,Yes,3BHK,101,0.52
VISIT00603,LEAD01006,2026-12-31,EXEC21,4,Yes,3BHK,140,0.37
VISIT00604,LEAD01007,2024-08-21,EXEC16,3,Yes,5BHK,109,0.45
VISIT00605,LEAD01010,2026-02-20,EXEC26,4,No,5BHK,104,0.42
VISIT00606,LEAD01010,2026-03-03,EXEC26,5,Yes,4BHK,120,0.62
VISIT00607,LEAD01012,2026-12-08,EXEC30,5,No,3BHK,97,0.86
VISIT00608,LEAD01014,2026-12-28,EXEC07,4,No,3BHK,82,0.35
VISIT00609,LEAD01019,2025-09-14,EXEC10,3,Yes,3BHK,138,0.42
VISIT00610,LEAD01025,2026-12-31,EXEC16,2,No,3BHK,95,0.11
VISIT00611,LEAD01026,2026-12-31,EXEC12,4,Yes,3BHK,91,0.51
VISIT00612,LEAD01027,2026-12-31,EXEC16,2,No,4BHK,70,0.18
VISIT00613,LEAD01026,2026-12-31,EXEC12,4,Yes,3BHK,102,0.62
VISIT00614,LEAD01026,2026-12-31,EXEC12,4,No,4BHK,99,0.63
VISIT00615,LEAD01030,2026-12-20,EXEC16,4,No,4BHK,108,0.38
VISIT00616,LEAD01036,2025-12-03,EXEC27,4,Yes,4BHK,100,0.82
VISIT00617,LEAD01036,2025-12-12,EXEC27,5,No,4BHK,93,0.95
VISIT00618,LEAD01038,2024-03-09,EXEC14,3,Yes,4BHK,69,0.43
VISIT00619,LEAD01039,2024-08-03,EXEC11,3,Yes,4BHK,106,0.34
VISIT00620,LEAD01041,2026-12-25,EXEC28,4,Yes,3BHK,123,0.49
VISIT00621,LEAD01042,2026-09-03,EXEC10,2,Yes,4BHK,90,0.22
VISIT00622,LEAD01046,2025-05-16,EXEC15,3,Yes,4BHK,117,0.34
VISIT00623,LEAD01047,2026-05-31,EXEC29,4,Yes,3BHK,80,0.54
VISIT00624,LEAD01049,2026-05-13,EXEC16,4,Yes,4BHK,104,0.75
VISIT00625,LEAD01049,2026-07-10,EXEC16,4,No,4BHK,109,0.73
VISIT00626,LEAD01051,2026-12-31,EXEC29,3,No,3BHK,100,0.35
VISIT00627,LEAD01052,2026-12-31,EXEC28,2,Yes,3BHK,59,0.3
VISIT00628,LEAD01053,2024-05-28,EXEC25,3,Yes,3BHK,89,0.34
VISIT00629,LEAD01053,2024-06-11,EXEC25,5,No,3BHK,110,0.66
VISIT00630,LEAD01054,2024-09-07,EXEC17,3,Yes,3BHK,112,0.44
VISIT00631,LEAD01058,2026-07-26,EXEC17,3,Yes,4BHK,106,0.35
VISIT00632,LEAD01062,2024-06-13,EXEC08,4,Yes,4BHK,170,0.7
VISIT00633,LEAD01062,2024-07-29,EXEC08,4,No,4BHK,96,0.71
VISIT00634,LEAD01062,2024-07-23,EXEC08,4,No,3BHK,122,0.79
VISIT00635,LEAD01064,2026-02-04,EXEC07,4,Yes,3BHK,86,0.48
VISIT00636,LEAD01066,2026-04-18,EXEC28,5,No,3BHK,119,0.89
VISIT00637,LEAD01066,2026-05-26,EXEC28,5,No,3BHK,118,0.9
VISIT00638,LEAD01070,2025-03-07,EXEC02,5,No,3BHK,93,0.91
VISIT00639,LEAD01070,2025-02-26,EXEC02,5,No,3BHK,79,0.96
VISIT00640,LEAD01071,2025-09-12,EXEC03,5,No,3BHK,111,0.53
VISIT00641,LEAD01074,2024-04-04,EXEC27,5,No,4BHK,159,0.56
VISIT00642,LEAD01074,2024-05-09,EXEC27,4,Yes,3BHK,75,0.57
