Lead_ID,Customer_ID,Lead_Date,Lead_Source,Campaign_ID,Project,Lead_Status,Interest_Score,Budget_Fit,Sales_Executive_ID
LEAD00250,CUST00182,2024-08-15,Google Search,,Godrej Riverine,Qualified,7,Yes,EXEC30
LEAD00251,CUST00183,2026-01-14,Facebook,CAMP079,Godrej Riverine,Qualified,4,Partial,EXEC02
LEAD00252,CUST00184,2026-04-11,Google Search,,Godrej Riverine,Contacted,7,No,EXEC11
LEAD00253,CUST00185,2026-06-12,99acres,,Godrej Riverine,Contacted,3,Yes,EXEC03
LEAD00254,CUST00185,2026-11-16,Facebook,CAMP083,Godrej Riverine,Site Visit Scheduled,1,Partial,EXEC25
LEAD00255,CUST00185,2026-12-31,Instagram,CAMP037,Godrej Riverine,Not Interested / Lost,3,No,EXEC18
LEAD00256,CUST00185,2026-12-31,Google Search,,Godrej Riverine,Converted,8,Yes,EXEC25
LEAD00257,CUST00186,2025-09-02,Channel Partner,,Godrej Riverine,Qualified,7,Yes,EXEC23
LEAD00258,CUST00187,2026-02-13,Google Ads,CAMP004,Godrej Riverine,Contacted,4,Yes,EXEC26
LEAD00259,CUST00188,2025-06-12,Referral,,Godrej Riverine,New,8,Yes,EXEC23
LEAD00260,CUST00189,2026-01-08,Referral,,Godrej Riverine,Contacted,5,Yes,EXEC16
LEAD00261,CUST00189,2026-05-18,Google Ads,CAMP056,Godrej Riverine,Not Interested / Lost,3,No,EXEC09
LEAD00262,CUST00190,2025-02-04,Google Search,,Godrej Riverine,Site Visit Scheduled,7,Partial,EXEC24
LEAD00263,CUST00190,2025-09-27,Google Search,,Godrej Riverine,Qualified,5,Yes,EXEC15
LEAD00264,CUST00190,2026-04-27,Instagram,CAMP136,Godrej Riverine,Contacted,4,Yes,EXEC09
LEAD00265,CUST00191,2024-07-03,Walk-In,,Godrej Riverine,Not Interested / Lost,7,No,EXEC24
LEAD00266,CUST00191,2024-07-19,LinkedIn,CAMP108,Godrej Riverine,Qualified,4,Yes,EXEC11
LEAD00267,CUST00191,2024-09-21,LinkedIn,CAMP108,Godrej Riverine,Site Visit Scheduled,3,Yes,EXEC15
LEAD00268,CUST00192,2026-10-12,Google Search,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC09
LEAD00269,CUST00192,2026-12-31,Google Search,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC03
LEAD00270,CUST00192,2026-12-31,Google Search,,Godrej Riverine,Site Visit Scheduled,4,Yes,EXEC28
LEAD00271,CUST00193,2025-07-08,Facebook,CAMP142,Godrej Riverine,Contacted,5,Yes,EXEC22
LEAD00272,CUST00193,2026-02-17,Facebook,CAMP029,Godrej Riverine,Converted,7,Yes,EXEC05
LEAD00273,CUST00194,2026-06-22,Google Ads,CAMP118,Godrej Riverine,Contacted,7,Yes,EXEC20
LEAD00274,CUST00194,2026-12-31,Walk-In,,Godrej Riverine,Not Interested / Lost,7,Partial,EXEC01
LEAD00275,CUST00195,2026-04-28,Housing.com,,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC02
LEAD00276,CUST00196,2025-03-07,Referral,,Godrej Riverine,New,1,Yes,EXEC17
LEAD00277,CUST00196,2025-10-26,Referral,,Godrej Riverine,Contacted,6,No,EXEC20
LEAD00278,CUST00197,2026-02-12,LinkedIn,CAMP063,Godrej Riverine,Site Visit Scheduled,8,No,EXEC05
LEAD00279,CUST00198,2025-07-06,Walk-In,,Godrej Riverine,Negotiation,7,No,EXEC30
LEAD00280,CUST00199,2026-03-12,Google Search,,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC27
LEAD00281,CUST00200,2025-03-04,Housing.com,,Godrej Riverine,Contacted,5,Yes,EXEC06
LEAD00282,CUST00200,2025-07-16,Facebook,CAMP023,Godrej Riverine,Converted,7,Yes,EXEC12
LEAD00283,CUST00200,2026-04-07,Facebook,CAMP001,Godrej Riverine,New,2,Partial,EXEC03
LEAD00284,CUST00201,2024-03-06,Referral,,Godrej Riverine,Converted,7,Partial,EXEC10
LEAD00285,CUST00202,2025-05-09,Channel Partner,,Godrej Riverine,Qualified,4,Yes,EXEC06
LEAD00286,CUST00203,2026-10-31,Referral,,Godrej Riverine,Site Visit Scheduled,8,Yes,EXEC26
LEAD00287,CUST00204,2024-06-29,Instagram,CAMP089,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC23
LEAD00288,CUST00205,2024-09-10,Google Ads,CAMP113,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC26
LEAD00289,CUST00206,2024-02-14,Channel Partner,,Godrej Riverine,Site Visit Scheduled,9,Partial,EXEC12
LEAD00290,CUST00207,2025-09-26,Housing.com,,Godrej Riverine,Contacted,3,Yes,EXEC19
LEAD00291,CUST00208,2024-01-04,Google Search,,Godrej Riverine,Qualified,4,Yes,EXEC11
LEAD00292,CUST00209,2025-01-14,LinkedIn,CAMP102,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC06
LEAD00293,CUST00210,2024-05-24,99acres,,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC13
LEAD00294,CUST00210,2024-10-23,Walk-In,,Godrej Riverine,Qualified,6,Partial,EXEC09
LEAD00295,CUST00211,2025-06-19,Referral,,Godrej Riverine,Contacted,4,Yes,EXEC08
LEAD00296,CUST00212,2025-08-31,99acres,,Godrej Riverine,Qualified,3,Partial,EXEC02
LEAD00297,CUST00213,2024-07-28,Referral,,Godrej Riverine,Qualified,1,Yes,EXEC30
LEAD00298,CUST00214,2024-01-30,Referral,,Godrej Riverine,Not Interested / Lost,5,No,EXEC24
LEAD00299,CUST00214,2024-02-23,Google Ads,CAMP053,Godrej Riverine,Not Interested / Lost,1,Yes,EXEC28
LEAD00300,CUST00215,2024-11-15,99acres,,Godrej Riverine,New,4,Yes,EXEC29
LEAD00301,CUST00215,2025-04-14,Channel Partner,,Godrej Riverine,Qualified,1,Yes,EXEC22
LEAD00302,CUST00216,2024-12-31,Facebook,CAMP023,Godrej Riverine,Converted,7,Yes,EXEC11
LEAD00303,CUST00217,2026-01-06,Newspaper Insert,CAMP017,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC03
LEAD00304,CUST00218,2024-12-26,Referral,,Godrej Riverine,Contacted,4,Yes,EXEC05
LEAD00305,CUST00218,2025-10-20,LinkedIn,CAMP045,Godrej Riverine,Contacted,6,Yes,EXEC02
LEAD00306,CUST00219,2024-01-12,LinkedIn,CAMP063,Godrej Riverine,Site Visit Scheduled,3,Yes,EXEC12
LEAD00307,CUST00220,2026-02-04,Google Ads,CAMP127,Godrej Riverine,Converted,7,Yes,EXEC06
LEAD00308,CUST00221,2025-08-13,Instagram,CAMP145,Godrej Riverine,Qualified,3,No,EXEC23
LEAD00309,CUST00222,2026-01-28,Facebook,CAMP079,Godrej Riverine,Contacted,4,Partial,EXEC05
LEAD00310,CUST00223,2024-12-19,Channel Partner,,Godrej Riverine,New,4,Yes,EXEC11
LEAD00311,CUST00224,2024-03-27,Google Search,,Godrej Riverine,Contacted,7,No,EXEC15
LEAD00312,CUST00225,2024-12-06,Referral,,Godrej Riverine,Qualified,5,Yes,EXEC09
LEAD00313,CUST00225,2025-09-14,Instagram,CAMP145,Godrej Riverine,Not Interested / Lost,1,Yes,EXEC09
LEAD00314,CUST00225,2026-07-02,Facebook,CAMP142,Godrej Riverine,Qualified,4,Partial,EXEC30
LEAD00315,CUST00226,2024-11-18,Google Search,,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC13
LEAD00316,CUST00226,2025-07-02,Channel Partner,,Godrej Riverine,New,5,Yes,EXEC19
LEAD00317,CUST00227,2026-07-25,Metro Branding,CAMP057,Godrej Riverine,Converted,9,Yes,EXEC22
LEAD00318,CUST00228,2026-10-04,MagicBricks,,Godrej Riverine,Converted,9,Yes,EXEC20
LEAD00319,CUST00229,2025-10-28,Google Search,,Godrej Riverine,New,1,Yes,EXEC20
LEAD00320,CUST00230,2025-05-31,99acres,,Godrej Riverine,Contacted,4,Yes,EXEC06
LEAD00321,CUST00231,2024-01-18,MagicBricks,,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC13
LEAD00322,CUST00232,2026-06-17,MagicBricks,,Godrej Riverine,Qualified,6,Yes,EXEC21
LEAD00323,CUST00233,2026-01-16,MagicBricks,,Godrej Riverine,Contacted,4,Yes,EXEC16
LEAD00324,CUST00234,2025-09-21,Walk-In,,Godrej Riverine,Converted,8,No,EXEC09
LEAD00325,CUST00235,2026-01-02,Channel Partner,,Godrej Riverine,Not Interested / Lost,2,No,EXEC11
LEAD00326,CUST00235,2026-07-26,Google Search,,Godrej Riverine,New,2,Partial,EXEC29
LEAD00327,CUST00235,2026-12-31,Housing.com,,Godrej Riverine,New,7,No,EXEC19
LEAD00328,CUST00235,2026-12-31,MagicBricks,,Godrej Riverine,Negotiation,6,No,EXEC20
LEAD00329,CUST00236,2025-08-08,Google Search,,Godrej Riverine,Contacted,5,Yes,EXEC17
LEAD00330,CUST00236,2025-12-26,Walk-In,,Godrej Riverine,New,3,Yes,EXEC14
LEAD00331,CUST00237,2026-09-28,LinkedIn,CAMP062,Godrej Riverine,Contacted,4,Yes,EXEC22
LEAD00332,CUST00238,2025-01-29,MagicBricks,,Godrej Riverine,New,5,Yes,EXEC26
LEAD00333,CUST00238,2025-06-13,LinkedIn,CAMP035,Godrej Riverine,Negotiation,5,Partial,EXEC17
LEAD00334,CUST00239,2024-04-13,Google Search,,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC26
LEAD00335,CUST00239,2024-09-14,Google Search,,Godrej Riverine,Contacted,4,Partial,EXEC24
LEAD00336,CUST00240,2024-09-21,MagicBricks,,Godrej Riverine,Contacted,4,Yes,EXEC11
LEAD00337,CUST00241,2026-01-11,LinkedIn,CAMP063,Godrej Riverine,New,5,Yes,EXEC28
LEAD00338,CUST00242,2026-09-20,Facebook,CAMP061,Godrej Riverine,New,5,Yes,EXEC27
LEAD00339,CUST00243,2024-06-22,Google Search,,Godrej Riverine,Converted,7,No,EXEC03
LEAD00340,CUST00244,2024-04-06,Instagram,CAMP119,Godrej Riverine,New,5,Yes,EXEC14
LEAD00341,CUST00245,2025-01-25,MagicBricks,,Godrej Riverine,Converted,9,Yes,EXEC26
LEAD00342,CUST00246,2024-06-17,Referral,,Godrej Riverine,Contacted,4,Partial,EXEC30
LEAD00343,CUST00246,2024-07-16,Referral,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC07
LEAD00344,CUST00247,2026-10-22,Google Search,,Godrej Riverine,Contacted,1,Partial,EXEC30
LEAD00345,CUST00248,2025-11-03,Channel Partner,,Godrej Riverine,Contacted,2,Partial,EXEC30
LEAD00346,CUST00248,2026-04-26,99acres,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC15
LEAD00347,CUST00248,2026-10-30,Housing.com,,Godrej Riverine,New,6,Partial,EXEC29
LEAD00348,CUST00249,2024-11-06,LinkedIn,CAMP071,Godrej Riverine,Qualified,3,Partial,EXEC03
LEAD00349,CUST00250,2026-08-30,Google Ads,CAMP070,Godrej Riverine,Converted,9,Yes,EXEC12
LEAD00350,CUST00251,2024-08-11,Channel Partner,,Godrej Riverine,Converted,10,Partial,EXEC21
LEAD00351,CUST00252,2026-07-09,LinkedIn,CAMP125,Godrej Riverine,Negotiation,8,Partial,EXEC15
LEAD00352,CUST00252,2026-10-24,Google Ads,CAMP012,Godrej Riverine,Negotiation,6,Partial,EXEC19
LEAD00353,CUST00252,2026-12-31,Housing.com,,Godrej Riverine,Contacted,5,Partial,EXEC07
LEAD00354,CUST00252,2026-12-31,Channel Partner,,Godrej Riverine,Negotiation,4,Partial,EXEC19
LEAD00355,CUST00253,2026-01-29,Facebook,CAMP049,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC03
LEAD00356,CUST00253,2026-09-02,Facebook,CAMP142,Godrej Riverine,Contacted,4,Yes,EXEC16
LEAD00357,CUST00254,2025-12-24,Facebook,CAMP138,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC10
LEAD00358,CUST00254,2026-07-08,99acres,,Godrej Riverine,Site Visit Scheduled,9,No,EXEC22
LEAD00359,CUST00255,2025-01-29,Instagram,CAMP014,Godrej Riverine,Contacted,6,Yes,EXEC23
LEAD00360,CUST00255,2025-11-16,Google Ads,CAMP036,Godrej Riverine,Contacted,4,Yes,EXEC24
LEAD00361,CUST00255,2025-12-06,Instagram,CAMP051,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC10
LEAD00362,CUST00255,2026-09-03,Walk-In,,Godrej Riverine,Contacted,7,Yes,EXEC14
LEAD00363,CUST00255,2026-10-20,Referral,,Godrej Riverine,Contacted,6,Yes,EXEC15
LEAD00364,CUST00256,2024-11-19,Google Search,,Godrej Riverine,Qualified,6,Yes,EXEC08
LEAD00365,CUST00256,2025-01-03,Google Search,,Godrej Riverine,Qualified,5,Yes,EXEC04
LEAD00366,CUST00256,2025-07-27,MagicBricks,,Godrej Riverine,Contacted,1,Yes,EXEC13
LEAD00367,CUST00257,2025-09-19,Channel Partner,,Godrej Riverine,Converted,9,No,EXEC17
LEAD00368,CUST00258,2025-04-20,Channel Partner,,Godrej Riverine,Contacted,6,No,EXEC21
LEAD00369,CUST00258,2026-01-05,Walk-In,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC15
LEAD00370,CUST00258,2026-02-01,LinkedIn,CAMP063,Godrej Riverine,Qualified,4,No,EXEC16
LEAD00371,CUST00259,2024-01-16,Housing.com,,Godrej Riverine,Negotiation,5,No,EXEC04
LEAD00372,CUST00259,2024-02-03,Walk-In,,Godrej Riverine,Contacted,5,Partial,EXEC20
LEAD00373,CUST00260,2026-06-09,Referral,,Godrej Riverine,Site Visit Scheduled,8,Yes,EXEC10
LEAD00374,CUST00260,2026-07-02,MagicBricks,,Godrej Riverine,New,7,Partial,EXEC28
LEAD00375,CUST00261,2025-12-15,Instagram,CAMP051,Godrej Riverine,Contacted,3,Yes,EXEC23
LEAD00376,CUST00261,2026-05-25,Referral,,Godrej Riverine,Contacted,1,Yes,EXEC15
LEAD00377,CUST00261,2026-12-22,Walk-In,,Godrej Riverine,Qualified,5,Yes,EXEC20
LEAD00378,CUST00262,2025-01-02,LinkedIn,CAMP125,Godrej Riverine,Contacted,5,Partial,EXEC25
LEAD00379,CUST00263,2026-11-10,Channel Partner,,Godrej Riverine,Not Interested / Lost,1,Partial,EXEC23
LEAD00380,CUST00263,2026-12-31,LinkedIn,CAMP063,Godrej Riverine,New,6,Yes,EXEC21
LEAD00381,CUST00264,2026-10-18,Instagram,CAMP098,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC30
LEAD00382,CUST00265,2024-03-21,Instagram,CAMP119,Godrej Riverine,Contacted,3,Partial,EXEC11
LEAD00383,CUST00266,2024-12-10,Metro Branding,CAMP096,Godrej Riverine,Contacted,1,Yes,EXEC22
LEAD00384,CUST00266,2025-06-04,MagicBricks,,Godrej Riverine,New,3,Yes,EXEC16
LEAD00385,CUST00267,2025-06-13,Google Ads,CAMP075,Godrej Riverine,Negotiation,4,Partial,EXEC26
LEAD00386,CUST00268,2024-01-01,Referral,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC25
LEAD00387,CUST00269,2026-01-14,Referral,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC23
LEAD00388,CUST00269,2026-04-15,MagicBricks,,Godrej Riverine,Negotiation,8,Yes,EXEC16
LEAD00389,CUST00269,2026-12-31,Referral,,Godrej Riverine,Qualified,3,Yes,EXEC21
LEAD00390,CUST00270,2025-03-18,Walk-In,,Godrej Riverine,Contacted,5,No,EXEC02
LEAD00391,CUST00271,2026-11-04,Referral,,Godrej Riverine,Qualified,3,Yes,EXEC24
LEAD00392,CUST00272,2024-07-10,Google Search,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC08
LEAD00393,CUST00273,2025-05-28,Walk-In,,Godrej Riverine,Qualified,1,Partial,EXEC30
LEAD00394,CUST00274,2024-10-07,Google Search,,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC13
LEAD00395,CUST00274,2025-02-08,99acres,,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC21
LEAD00396,CUST00274,2025-05-29,Google Ads,CAMP115,Godrej Riverine,Qualified,5,Yes,EXEC21
LEAD00397,CUST00274,2025-11-19,Walk-In,,Godrej Riverine,Negotiation,6,Yes,EXEC16
LEAD00398,CUST00275,2024-11-03,Referral,,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC03
LEAD00399,CUST00275,2024-11-30,Referral,,Godrej Riverine,Contacted,3,Partial,EXEC09
LEAD00400,CUST00276,2024-12-16,Instagram,CAMP014,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC13
LEAD00401,CUST00277,2024-02-16,Channel Partner,,Godrej Riverine,Not Interested / Lost,4,No,EXEC15
LEAD00402,CUST00277,2024-12-04,Google Ads,CAMP127,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC04
LEAD00403,CUST00277,2025-04-12,Google Ads,CAMP075,Godrej Riverine,New,5,No,EXEC13
LEAD00404,CUST00278,2024-07-10,MagicBricks,,Godrej Riverine,New,8,Yes,EXEC10
LEAD00405,CUST00278,2024-07-28,Google Ads,CAMP090,Godrej Riverine,Contacted,2,Yes,EXEC02
LEAD00406,CUST00279,2024-09-12,Google Ads,CAMP113,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC07
LEAD00407,CUST00280,2025-08-26,Newspaper Insert,CAMP146,Godrej Riverine,Qualified,1,Partial,EXEC24
LEAD00408,CUST00281,2024-01-20,Instagram,CAMP119,Godrej Riverine,New,3,Yes,EXEC07
LEAD00409,CUST00282,2026-02-17,Channel Partner,,Godrej Riverine,New,3,No,EXEC30
LEAD00410,CUST00283,2024-08-18,Walk-In,,Godrej Riverine,New,5,Partial,EXEC22
LEAD00411,CUST00284,2026-07-11,Google Search,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC10
LEAD00412,CUST00285,2025-08-26,LinkedIn,CAMP108,Godrej Riverine,Qualified,5,Partial,EXEC05
LEAD00413,CUST00285,2026-05-01,Housing.com,,Godrej Riverine,Site Visit Scheduled,10,Yes,EXEC29
LEAD00414,CUST00285,2026-12-31,Walk-In,,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC21
LEAD00415,CUST00286,2025-07-17,Metro Branding,CAMP141,Godrej Riverine,Qualified,5,Yes,EXEC19
LEAD00416,CUST00287,2025-02-24,Google Search,,Godrej Riverine,Qualified,1,No,EXEC15
LEAD00417,CUST00288,2025-02-21,Walk-In,,Godrej Riverine,Negotiation,5,Partial,EXEC16
LEAD00418,CUST00289,2026-12-31,MagicBricks,,Godrej Riverine,Converted,7,Partial,EXEC02
LEAD00419,CUST00290,2026-02-19,MagicBricks,,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC24
LEAD00420,CUST00291,2026-12-27,Channel Partner,,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC19
LEAD00421,CUST00292,2025-10-09,Google Ads,CAMP084,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC09
LEAD00422,CUST00293,2026-07-21,Walk-In,,Godrej Riverine,Converted,9,Yes,EXEC25
LEAD00423,CUST00294,2025-07-28,Housing.com,,Godrej Riverine,Contacted,6,No,EXEC13
LEAD00424,CUST00294,2026-03-14,Referral,,Godrej Riverine,Qualified,5,No,EXEC09
LEAD00425,CUST00294,2026-06-18,Housing.com,,Godrej Riverine,Contacted,7,No,EXEC08
LEAD00426,CUST00295,2025-12-10,MagicBricks,,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC23
LEAD00427,CUST00296,2025-09-23,Google Ads,CAMP097,Godrej Riverine,Contacted,6,Partial,EXEC10
LEAD00428,CUST00297,2026-08-13,Referral,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC14
LEAD00429,CUST00297,2026-12-08,Walk-In,,Godrej Riverine,Not Interested / Lost,8,Yes,EXEC23
LEAD00430,CUST00297,2026-12-31,Facebook,CAMP124,Godrej Riverine,Site Visit Scheduled,9,Yes,EXEC09
LEAD00431,CUST00297,2026-12-31,Channel Partner,,Godrej Riverine,Contacted,2,Partial,EXEC19
LEAD00432,CUST00298,2025-11-13,MagicBricks,,Godrej Riverine,Contacted,5,Partial,EXEC13
LEAD00433,CUST00298,2026-04-06,99acres,,Godrej Riverine,Not Interested / Lost,5,No,EXEC16
LEAD00434,CUST00298,2026-09-20,Google Ads,CAMP070,Godrej Riverine,Contacted,2,No,EXEC03
LEAD00435,CUST00298,2026-12-31,LinkedIn,CAMP102,Godrej Riverine,Negotiation,5,No,EXEC18
LEAD00436,CUST00298,2026-12-31,99acres,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC25
LEAD00437,CUST00299,2026-04-05,Google Search,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC21
LEAD00438,CUST00299,2026-04-20,99acres,,Godrej Riverine,Negotiation,5,Partial,EXEC15
LEAD00439,CUST00300,2024-10-24,Google Search,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC03
LEAD00440,CUST00301,2025-03-22,Channel Partner,,Godrej Riverine,Negotiation,6,Partial,EXEC29
LEAD00441,CUST00302,2025-03-23,Referral,,Godrej Riverine,Converted,7,Partial,EXEC17
LEAD00442,CUST00303,2026-10-31,MagicBricks,,Godrej Riverine,Qualified,6,Yes,EXEC14
LEAD00443,CUST00304,2026-04-16,Walk-In,,Godrej Riverine,New,3,Yes,EXEC19
LEAD00444,CUST00305,2024-09-26,Metro Branding,CAMP018,Godrej Riverine,Converted,7,Yes,EXEC13
LEAD00445,CUST00305,2024-11-17,99acres,,Godrej Riverine,Contacted,6,Yes,EXEC01
LEAD00446,CUST00305,2025-01-27,Channel Partner,,Godrej Riverine,New,5,Yes,EXEC11
LEAD00447,CUST00306,2025-11-30,Housing.com,,Godrej Riverine,Contacted,6,Partial,EXEC26
LEAD00448,CUST00307,2025-03-09,Newspaper Insert,CAMP077,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC15
LEAD00449,CUST00308,2026-12-20,Walk-In,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC14
LEAD00450,CUST00309,2026-04-25,Metro Branding,CAMP003,Godrej Riverine,Converted,8,No,EXEC02
LEAD00451,CUST00310,2025-07-04,Google Search,,Godrej Riverine,New,5,Yes,EXEC15
LEAD00452,CUST00311,2025-05-22,Facebook,CAMP049,Godrej Riverine,Negotiation,9,Yes,EXEC10
LEAD00453,CUST00311,2025-08-17,Channel Partner,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC23
LEAD00454,CUST00312,2024-11-19,Walk-In,,Godrej Riverine,Qualified,4,Partial,EXEC25
LEAD00455,CUST00312,2025-08-27,Google Search,,Godrej Riverine,Qualified,5,Yes,EXEC21
LEAD00456,CUST00313,2024-12-30,Facebook,CAMP023,Godrej Riverine,Converted,8,Partial,EXEC08
LEAD00457,CUST00313,2025-07-17,Google Ads,CAMP068,Godrej Riverine,Site Visit Scheduled,6,No,EXEC22
LEAD00458,CUST00313,2026-02-12,Google Ads,CAMP040,Godrej Riverine,Contacted,5,No,EXEC11
LEAD00459,CUST00313,2026-11-22,Channel Partner,,Godrej Riverine,Contacted,3,Partial,EXEC14
LEAD00460,CUST00314,2025-07-23,Google Ads,CAMP068,Godrej Riverine,Not Interested / Lost,5,No,EXEC01
LEAD00461,CUST00315,2024-05-06,Newspaper Insert,CAMP028,Godrej Riverine,Qualified,7,Yes,EXEC04
LEAD00462,CUST00316,2024-04-28,Google Search,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC13
LEAD00463,CUST00316,2024-09-08,Newspaper Insert,CAMP042,Godrej Riverine,Not Interested / Lost,8,Yes,EXEC28
LEAD00464,CUST00317,2024-08-30,Channel Partner,,Godrej Riverine,Contacted,2,Yes,EXEC19
LEAD00465,CUST00318,2025-05-25,Channel Partner,,Godrej Riverine,New,1,Partial,EXEC03
LEAD00466,CUST00318,2025-07-05,Google Ads,CAMP115,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC03
LEAD00467,CUST00319,2025-06-14,Metro Branding,CAMP111,Godrej Riverine,Qualified,5,No,EXEC09
LEAD00468,CUST00320,2025-12-21,Channel Partner,,Godrej Riverine,Not Interested / Lost,8,Partial,EXEC03
LEAD00469,CUST00320,2026-05-23,Google Ads,CAMP004,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC16
LEAD00470,CUST00321,2025-01-30,Channel Partner,,Godrej Riverine,Contacted,6,No,EXEC22
LEAD00471,CUST00322,2024-04-27,99acres,,Godrej Riverine,Contacted,6,No,EXEC25
LEAD00472,CUST00323,2024-04-22,Google Ads,CAMP047,Godrej Riverine,Contacted,3,No,EXEC19
LEAD00473,CUST00324,2025-11-01,Google Search,,Godrej Riverine,Qualified,7,No,EXEC17
LEAD00474,CUST00325,2026-10-04,Metro Branding,CAMP116,Godrej Riverine,Qualified,5,Yes,EXEC09
LEAD00475,CUST00326,2024-07-11,Instagram,CAMP089,Godrej Riverine,Contacted,4,Partial,EXEC06
LEAD00476,CUST00327,2025-04-07,Google Ads,CAMP075,Godrej Riverine,New,4,Partial,EXEC30
LEAD00477,CUST00327,2025-11-05,Google Ads,CAMP121,Godrej Riverine,Contacted,3,No,EXEC25
LEAD00478,CUST00327,2026-07-13,Google Ads,CAMP134,Godrej Riverine,Contacted,4,No,EXEC10
LEAD00479,CUST00328,2026-10-29,Housing.com,,Godrej Riverine,Contacted,4,Yes,EXEC08
LEAD00480,CUST00329,2025-04-01,Facebook,CAMP016,Godrej Riverine,Converted,7,Yes,EXEC02
LEAD00481,CUST00330,2026-03-25,Facebook,CAMP049,Godrej Riverine,New,8,No,EXEC17
LEAD00482,CUST00331,2026-10-22,Channel Partner,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC10
LEAD00483,CUST00332,2026-12-02,Facebook,CAMP083,Godrej Riverine,Qualified,8,Partial,EXEC11
LEAD00484,CUST00333,2024-12-28,Google Search,,Godrej Riverine,Negotiation,5,Yes,EXEC25
LEAD00485,CUST00333,2025-09-03,MagicBricks,,Godrej Riverine,Site Visit Scheduled,3,Yes,EXEC26
LEAD00486,CUST00334,2024-11-26,Google Search,,Godrej Riverine,Qualified,6,Yes,EXEC19
LEAD00487,CUST00335,2025-10-07,Housing.com,,Godrej Riverine,Contacted,6,Partial,EXEC21
LEAD00488,CUST00335,2026-01-13,99acres,,Godrej Riverine,Contacted,5,No,EXEC07
LEAD00489,CUST00335,2026-03-05,Referral,,Godrej Riverine,Site Visit Scheduled,10,Partial,EXEC10
LEAD00490,CUST00335,2026-07-05,Instagram,CAMP130,Godrej Riverine,Not Interested / Lost,3,No,EXEC28
LEAD00491,CUST00336,2026-01-17,Instagram,CAMP133,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC07
LEAD00492,CUST00336,2026-04-30,Housing.com,,Godrej Riverine,Qualified,5,Yes,EXEC11
LEAD00493,CUST00337,2024-02-27,Walk-In,,Godrej Riverine,New,6,Partial,EXEC18
LEAD00494,CUST00338,2025-09-06,Housing.com,,Godrej Riverine,Contacted,6,Partial,EXEC18
LEAD00495,CUST00339,2026-09-16,Facebook,CAMP061,Godrej Riverine,Site Visit Scheduled,5,No,EXEC24
LEAD00496,CUST00340,2026-06-23,Referral,,Godrej Riverine,New,3,Yes,EXEC02
LEAD00497,CUST00340,2026-10-10,Channel Partner,,Godrej Riverine,Not Interested / Lost,4,No,EXEC21
LEAD00498,CUST00341,2026-08-11,Metro Branding,CAMP117,Godrej Riverine,Contacted,5,Partial,EXEC20
LEAD00499,CUST00341,2026-09-14,Facebook,CAMP031,Godrej Riverine,Contacted,5,No,EXEC22
