Survey_ID,Lead_ID,Trust_Score,FOMO_Score,Luxury_Score,Investment_Score,Price_Sensitivity,Transparency_Rating,Booking_Decision
SURV00505,LEAD00836,4,3,1,9,6,3,No
SURV00506,LEAD00837,8,9,6,2,4,8,Yes
SURV00507,LEAD00838,6,8,6,6,6,5,No
SURV00508,LEAD00839,9,5,5,4,5,10,No
SURV00509,LEAD00841,8,10,3,9,7,8,No
SURV00510,LEAD00841,8,6,3,7,5,8,Yes
SURV00511,LEAD00841,8,6,4,7,7,8,No
SURV00512,LEAD00843,6,5,4,9,5,8,Yes
SURV00513,LEAD00846,5,5,5,5,3,4,No
SURV00514,LEAD00846,6,4,3,8,4,4,No
SURV00515,LEAD00848,6,3,5,4,5,7,No
SURV00516,LEAD00852,8,6,1,9,5,8,No
SURV00517,LEAD00852,10,7,3,6,6,10,Yes
SURV00518,LEAD00852,8,8,4,8,5,9,Yes
SURV00519,LEAD00856,7,8,2,7,6,6,No
SURV00520,LEAD00856,8,6,4,5,4,6,Yes
SURV00521,LEAD00857,6,5,2,7,5,9,No
SURV00522,LEAD00860,6,4,2,5,5,7,No
SURV00523,LEAD00862,4,7,3,1,5,3,No
SURV00524,LEAD00862,6,4,2,3,8,6,No
SURV00525,LEAD00866,9,8,5,4,5,10,Yes
SURV00526,LEAD00866,10,8,4,6,7,9,Yes
SURV00527,LEAD00868,6,4,5,6,6,6,No
SURV00528,LEAD00869,5,4,3,8,7,6,No
SURV00529,LEAD00869,7,10,2,8,6,6,No
SURV00530,LEAD00873,7,7,5,3,7,8,No
SURV00531,LEAD00873,9,5,4,2,4,9,No
SURV00532,LEAD00875,5,4,5,5,4,4,No
SURV00533,LEAD00876,4,6,2,8,6,4,No
SURV00534,LEAD00877,6,6,4,5,6,6,No
SURV00535,LEAD00882,9,8,4,6,6,8,Yes
SURV00536,LEAD00886,8,9,3,7,5,8,Yes
SURV00537,LEAD00887,7,3,4,8,5,8,No
SURV00538,LEAD00890,10,9,4,9,5,10,Yes
SURV00539,LEAD00890,9,7,6,6,4,9,No
SURV00540,LEAD00902,4,6,1,4,8,3,No
SURV00541,LEAD00902,6,5,1,4,5,7,No
SURV00542,LEAD00902,7,6,2,3,6,7,No
SURV00543,LEAD00906,7,5,3,4,5,7,No
SURV00544,LEAD00907,5,6,1,4,7,6,No
SURV00545,LEAD00908,4,5,3,4,8,4,No
SURV00546,LEAD00911,9,7,7,9,5,9,Yes
SURV00547,LEAD00911,8,6,5,7,4,8,No
SURV00548,LEAD00911,10,7,4,7,4,10,Yes
SURV00549,LEAD00913,5,4,6,8,6,4,No
SURV00550,LEAD00915,7,6,6,5,5,6,No
SURV00551,LEAD00918,6,6,2,3,8,8,No
SURV00552,LEAD00919,7,7,3,3,5,6,No
SURV00553,LEAD00920,5,5,3,3,9,5,No
SURV00554,LEAD00921,8,4,3,7,5,8,No
SURV00555,LEAD00921,7,4,4,8,4,7,No
SURV00556,LEAD00927,8,2,4,7,4,8,No
SURV00557,LEAD00931,6,6,3,2,7,7,No
SURV00558,LEAD00932,8,6,4,9,4,8,Yes
SURV00559,LEAD00932,8,5,3,10,6,7,No
SURV00560,LEAD00934,4,7,5,8,8,3,No
SURV00561,LEAD00934,7,5,4,6,5,6,No
SURV00562,LEAD00934,5,6,5,6,7,6,No
SURV00563,LEAD00936,6,6,4,10,6,6,No
SURV00564,LEAD00937,8,6,2,4,5,6,No
SURV00565,LEAD00938,5,5,8,5,4,6,No
SURV00566,LEAD00939,7,3,9,4,6,6,No
SURV00567,LEAD00940,7,5,5,7,5,5,No
SURV00568,LEAD00942,8,6,2,5,6,9,No
SURV00569,LEAD00945,8,4,2,4,4,8,No
SURV00570,LEAD00945,10,7,3,5,6,9,No
SURV00571,LEAD00945,7,4,6,4,7,4,No
SURV00572,LEAD00947,9,10,1,4,8,8,No
SURV00573,LEAD00947,7,6,1,5,7,9,No
SURV00574,LEAD00948,6,5,5,2,5,6,No
SURV00575,LEAD00950,8,8,5,6,8,7,No
SURV00576,LEAD00952,6,6,3,2,3,5,Yes
SURV00577,LEAD00953,4,4,3,4,3,5,No
SURV00578,LEAD00954,5,6,1,8,5,4,No
SURV00579,LEAD00962,7,5,5,2,6,6,No
SURV00580,LEAD00964,6,7,3,5,6,7,No
SURV00581,LEAD00964,7,7,4,3,7,6,No
SURV00582,LEAD00966,5,5,4,7,9,7,No
SURV00583,LEAD00966,8,6,1,9,6,9,Yes
SURV00584,LEAD00966,8,7,5,7,4,9,No
SURV00585,LEAD00968,8,7,5,4,5,8,No
SURV00586,LEAD00972,8,4,2,2,4,7,Yes
SURV00587,LEAD00972,7,5,5,2,7,6,No
SURV00588,LEAD00973,4,7,1,8,8,4,No
SURV00589,LEAD00978,7,7,6,6,2,6,No
SURV00590,LEAD00979,7,5,5,8,3,7,No
SURV00591,LEAD00981,4,5,1,4,6,5,No
SURV00592,LEAD00982,6,6,2,3,5,5,No
SURV00593,LEAD00982,6,8,2,4,6,8,No
SURV00594,LEAD00984,6,5,1,2,5,5,No
SURV00595,LEAD00987,7,6,2,4,4,9,No
SURV00596,LEAD00987,7,6,2,5,6,7,No
SURV00597,LEAD00998,7,6,4,5,6,7,No
SURV00598,LEAD01001,9,7,3,6,7,9,Yes
SURV00599,LEAD01002,7,7,1,8,6,7,Yes
SURV00600,LEAD01002,7,6,3,7,7,6,Yes
SURV00601,LEAD01003,5,4,7,5,8,5,No
SURV00602,LEAD01003,6,7,6,4,7,6,No
SURV00603,LEAD01006,9,7,5,7,2,8,Yes
SURV00604,LEAD01007,5,6,2,5,7,5,No
SURV00605,LEAD01010,10,8,4,9,4,10,No
SURV00606,LEAD01010,6,7,2,7,6,5,No
SURV00607,LEAD01012,8,9,2,8,6,9,Yes
SURV00608,LEAD01014,7,7,4,8,7,9,No
SURV00609,LEAD01019,7,6,5,3,6,6,No
SURV00610,LEAD01025,5,7,6,3,6,5,No
SURV00611,LEAD01026,6,5,6,3,4,8,Yes
SURV00612,LEAD01027,8,7,5,1,5,8,No
SURV00613,LEAD01026,10,5,5,4,4,10,No
SURV00614,LEAD01026,6,7,5,5,4,6,No
SURV00615,LEAD01030,4,6,5,6,7,4,No
SURV00616,LEAD01036,8,7,3,6,7,7,Yes
SURV00617,LEAD01036,9,7,1,9,6,9,No
SURV00618,LEAD01038,5,4,2,4,6,5,No
SURV00619,LEAD01039,8,5,1,8,6,10,Yes
SURV00620,LEAD01041,7,4,8,4,1,8,No
SURV00621,LEAD01042,7,5,2,3,5,7,No
SURV00622,LEAD01046,7,6,1,7,5,7,No
SURV00623,LEAD01047,5,4,1,6,7,4,No
SURV00624,LEAD01049,8,4,1,8,5,8,No
SURV00625,LEAD01049,8,8,4,5,5,9,No
SURV00626,LEAD01051,5,4,3,6,5,6,No
SURV00627,LEAD01052,4,5,3,6,6,3,No
SURV00628,LEAD01053,5,6,4,7,3,4,No
SURV00629,LEAD01053,6,5,5,7,3,6,No
SURV00630,LEAD01054,4,8,6,8,3,3,No
SURV00631,LEAD01058,5,7,2,4,6,4,No
SURV00632,LEAD01062,7,5,6,5,3,6,Yes
SURV00633,LEAD01062,5,6,6,2,4,6,No
SURV00634,LEAD01062,8,7,4,4,4,8,Yes
SURV00635,LEAD01064,5,6,2,10,6,5,No
SURV00636,LEAD01066,8,7,5,3,3,7,No
SURV00637,LEAD01066,10,7,4,4,4,8,Yes
SURV00638,LEAD01070,9,7,4,10,5,9,No
SURV00639,LEAD01070,9,9,1,9,5,9,Yes
SURV00640,LEAD01071,6,4,1,2,4,6,No
SURV00641,LEAD01074,6,9,5,9,5,5,Yes
SURV00642,LEAD01074,8,3,5,6,5,7,No
SURV00643,LEAD01074,9,9,6,7,7,8,No
SURV00644,LEAD01076,8,7,1,6,5,7,No
SURV00645,LEAD01079,7,3,3,3,7,8,No
SURV00646,LEAD01082,7,5,3,2,5,7,No
SURV00647,LEAD01085,7,5,3,2,4,6,No
SURV00648,LEAD01088,10,2,4,5,4,9,Yes
SURV00649,LEAD01088,10,8,4,3,7,10,Yes
SURV00650,LEAD01088,8,7,3,3,4,7,Yes
SURV00651,LEAD01089,6,6,3,6,6,5,No
SURV00652,LEAD01093,6,5,2,5,8,5,No
SURV00653,LEAD01093,9,6,3,5,6,9,No
SURV00654,LEAD01101,9,7,2,10,5,8,Yes
SURV00655,LEAD01101,8,7,1,6,6,9,No
SURV00656,LEAD01103,6,4,6,4,6,6,No
SURV00657,LEAD01109,6,4,2,3,7,6,No
SURV00658,LEAD01116,5,6,3,10,6,4,No
SURV00659,LEAD01126,4,8,4,3,5,4,No
SURV00660,LEAD01127,6,4,3,3,4,6,Yes
SURV00661,LEAD01127,6,3,3,2,4,7,No
SURV00662,LEAD01127,5,3,5,2,7,6,No
SURV00663,LEAD01128,7,2,7,6,6,6,No
SURV00664,LEAD01129,6,3,2,2,5,6,No
SURV00665,LEAD01129,7,5,5,5,5,8,No
SURV00666,LEAD01129,8,4,4,5,5,8,No
SURV00667,LEAD01131,9,9,1,9,4,10,Yes
SURV00668,LEAD01131,8,6,2,6,8,8,No
SURV00669,LEAD01132,7,5,3,7,5,6,No
SURV00670,LEAD01133,5,3,4,7,7,6,No
SURV00671,LEAD01135,8,6,3,5,3,9,Yes
SURV00672,LEAD01135,7,9,3,3,5,6,Yes
SURV00673,LEAD01136,6,6,2,6,6,6,No
SURV00674,LEAD01136,9,3,3,6,6,8,No
SURV00675,LEAD01137,6,8,4,7,5,5,No
SURV00676,LEAD01137,7,4,5,9,5,8,Yes
SURV00677,LEAD01138,8,7,2,3,5,7,No
SURV00678,LEAD01142,6,5,4,8,5,5,No
SURV00679,LEAD01142,8,9,3,8,4,7,No
SURV00680,LEAD01144,3,6,4,2,5,2,No
SURV00681,LEAD01144,3,5,5,2,7,2,No
SURV00682,LEAD01145,7,5,5,6,5,7,No
SURV00683,LEAD01145,7,3,3,7,6,7,No
SURV00684,LEAD01145,8,7,1,8,5,8,No
SURV00685,LEAD01146,8,8,2,4,7,10,Yes
SURV00686,LEAD01146,10,8,5,3,7,10,Yes
SURV00687,LEAD01149,9,6,5,3,3,8,Yes
SURV00688,LEAD01149,10,9,5,5,4,10,Yes
SURV00689,LEAD01152,6,5,4,6,5,4,No
SURV00690,LEAD01152,8,7,5,7,5,6,Yes
SURV00691,LEAD01152,7,4,3,6,5,7,Yes
SURV00692,LEAD01153,6,2,4,5,7,5,Yes
SURV00693,LEAD01158,7,8,4,10,6,8,No
SURV00694,LEAD01164,8,5,3,7,3,9,No
SURV00695,LEAD01167,6,7,4,7,5,5,No
SURV00696,LEAD01172,9,7,1,7,7,10,No
SURV00697,LEAD01173,6,4,3,7,7,8,No
SURV00698,LEAD01175,4,7,5,8,7,4,No
SURV00699,LEAD01178,5,3,8,7,5,7,No
SURV00700,LEAD01178,4,3,9,8,3,5,No
SURV00701,LEAD01182,6,7,1,4,8,7,No
SURV00702,LEAD01186,6,6,5,3,4,5,No
SURV00703,LEAD01187,8,6,2,5,7,9,No
SURV00704,LEAD01190,6,6,2,5,5,4,No
SURV00705,LEAD01191,7,8,4,4,7,7,No
SURV00706,LEAD01192,4,9,6,5,6,4,No
SURV00707,LEAD01195,3,7,2,2,6,3,No
SURV00708,LEAD01197,4,6,4,4,6,3,No
SURV00709,LEAD01199,10,5,7,7,5,10,Yes
SURV00710,LEAD01204,6,7,4,4,8,6,Yes
SURV00711,LEAD01209,6,3,1,5,6,7,No
SURV00712,LEAD01210,8,3,7,8,7,8,No
SURV00713,LEAD01213,7,10,2,4,4,7,No
SURV00714,LEAD01213,6,6,4,1,8,6,No
SURV00715,LEAD01214,6,5,4,3,8,7,No
SURV00716,LEAD01214,10,6,5,3,3,10,Yes
SURV00717,LEAD01217,5,8,2,8,8,7,No
SURV00718,LEAD01217,8,6,2,9,5,8,No
SURV00719,LEAD01217,6,7,3,8,7,5,No
SURV00720,LEAD01218,6,5,4,4,6,5,No
SURV00721,LEAD01219,5,5,1,8,9,6,No
SURV00722,LEAD01219,6,7,4,5,5,6,No
SURV00723,LEAD01224,7,7,3,7,4,6,No
SURV00724,LEAD01224,9,10,3,2,4,8,Yes
SURV00725,LEAD01226,6,4,4,3,8,8,No
SURV00726,LEAD01228,10,9,4,7,3,10,Yes
SURV00727,LEAD01231,6,6,3,7,5,7,No
SURV00728,LEAD01235,9,7,2,7,4,8,Yes
SURV00729,LEAD01237,5,6,5,3,6,6,No
SURV00730,LEAD01238,7,4,4,4,6,8,Yes
SURV00731,LEAD01239,6,7,3,4,6,7,No
SURV00732,LEAD01238,10,5,3,2,3,10,Yes
SURV00733,LEAD01240,9,10,3,6,5,7,Yes
SURV00734,LEAD01241,5,3,3,3,6,5,No
SURV00735,LEAD01244,6,7,2,2,4,8,No
SURV00736,LEAD01244,6,7,4,3,6,7,No
SURV00737,LEAD01247,8,4,2,3,8,9,No
SURV00738,LEAD01248,5,5,3,5,6,5,No
SURV00739,LEAD01250,8,7,4,5,5,7,Yes
SURV00740,LEAD01251,6,2,3,5,6,6,No
SURV00741,LEAD01252,8,8,1,6,4,8,No
SURV00742,LEAD01252,6,6,1,4,6,7,No
SURV00743,LEAD01253,6,6,5,3,4,5,No
SURV00744,LEAD01261,5,2,1,1,5,6,No
SURV00745,LEAD01261,6,5,4,2,7,6,No
SURV00746,LEAD01262,8,9,2,4,7,7,Yes
SURV00747,LEAD01262,8,6,4,6,5,9,Yes
SURV00748,LEAD01262,9,8,4,2,3,10,No
SURV00749,LEAD01264,6,8,5,3,3,5,Yes
SURV00750,LEAD01269,9,7,3,7,4,9,No
SURV00751,LEAD01269,8,6,3,9,4,9,No
SURV00752,LEAD01270,7,7,5,5,3,8,No
SURV00753,LEAD01271,6,4,8,8,2,5,No
SURV00754,LEAD01271,8,5,7,9,4,8,No
SURV00755,LEAD01272,9,5,2,4,5,10,No
SURV00756,LEAD01272,9,6,3,2,7,10,Yes
SURV00757,LEAD01272,7,9,4,3,5,7,Yes
SURV00758,LEAD01273,8,9,3,3,8,8,No
SURV00759,LEAD01273,6,4,5,4,5,5,No
SURV00760,LEAD01274,7,6,4,8,7,7,No
SURV00761,LEAD01276,6,6,4,5,5,5,No
SURV00762,LEAD01282,7,7,1,6,6,5,No
SURV00763,LEAD01282,8,3,3,6,6,8,No
SURV00764,LEAD01282,6,6,3,6,5,6,No
SURV00765,LEAD01286,8,8,6,6,5,7,Yes
SURV00766,LEAD01286,9,7,4,8,5,10,Yes
SURV00767,LEAD01286,9,8,4,9,3,9,No
SURV00768,LEAD01289,8,7,6,1,6,10,No
SURV00769,LEAD01291,7,6,3,3,6,7,No
SURV00770,LEAD01293,4,2,5,6,6,4,No
SURV00771,LEAD01295,6,4,8,3,6,7,No
SURV00772,LEAD01297,7,3,4,3,6,7,No
SURV00773,LEAD01302,6,6,2,5,9,6,No
SURV00774,LEAD01304,8,8,5,1,5,9,No
SURV00775,LEAD01305,6,6,2,4,6,5,No
SURV00776,LEAD01306,8,5,5,8,5,9,No
SURV00777,LEAD01306,9,9,3,10,5,10,Yes
SURV00778,LEAD01306,9,6,5,9,5,10,No
SURV00779,LEAD01308,6,4,5,7,5,8,No
SURV00780,LEAD01311,6,5,1,7,5,6,Yes
SURV00781,LEAD01313,7,7,6,1,6,8,No
SURV00782,LEAD01313,5,7,6,4,4,7,No
SURV00783,LEAD01313,7,8,8,5,4,7,No
SURV00784,LEAD01316,7,5,5,1,6,6,No
SURV00785,LEAD01319,8,8,5,5,3,7,No
SURV00786,LEAD01320,5,5,6,6,8,3,No
SURV00787,LEAD01321,9,8,3,8,5,8,Yes
SURV00788,LEAD01325,5,5,3,2,6,4,No
SURV00789,LEAD01325,5,5,4,3,5,5,No
SURV00790,LEAD01329,8,6,4,6,6,9,Yes
SURV00791,LEAD01338,10,8,1,6,2,9,Yes
SURV00792,LEAD01338,7,4,3,6,7,8,Yes
SURV00793,LEAD01341,9,7,6,4,3,9,Yes
SURV00794,LEAD01341,10,8,3,3,3,10,Yes
SURV00795,LEAD01342,6,5,2,7,6,6,No
SURV00796,LEAD01342,7,4,3,9,5,7,No
SURV00797,LEAD01346,6,3,5,8,7,6,No
SURV00798,LEAD01346,9,5,2,8,4,8,No
SURV00799,LEAD01347,7,5,1,4,6,7,No
SURV00800,LEAD01348,5,6,7,7,5,6,No
SURV00801,LEAD01350,4,7,3,4,3,6,No
SURV00802,LEAD01352,5,6,5,2,7,6,No
SURV00803,LEAD01354,6,3,3,8,5,5,No
SURV00804,LEAD01354,7,7,7,9,4,7,No
SURV00805,LEAD01355,6,5,6,9,5,8,No
SURV00806,LEAD01355,7,5,4,7,3,8,No
SURV00807,LEAD01356,5,6,2,7,8,5,No
SURV00808,LEAD01357,6,7,3,4,9,6,No
SURV00809,LEAD01357,8,4,5,2,5,7,No
SURV00810,LEAD01362,5,6,4,5,8,4,Yes
SURV00811,LEAD01364,6,6,4,6,6,5,No
SURV00812,LEAD01365,8,3,3,4,6,8,No
SURV00813,LEAD01366,6,5,5,4,4,7,No
SURV00814,LEAD01368,7,4,1,6,6,6,No
SURV00815,LEAD01368,8,4,1,9,8,7,No
SURV00816,LEAD01371,6,9,1,5,8,5,No
SURV00817,LEAD01373,7,5,4,4,6,7,No
SURV00818,LEAD01375,7,7,5,4,5,5,Yes
SURV00819,LEAD01375,7,7,4,5,7,6,No
SURV00820,LEAD01376,9,5,5,5,6,8,No
SURV00821,LEAD01383,6,3,4,7,4,5,No
SURV00822,LEAD01384,9,8,3,4,4,9,No
SURV00823,LEAD01384,6,7,1,2,8,6,Yes
SURV00824,LEAD01387,9,10,5,5,5,8,Yes
SURV00825,LEAD01387,6,4,4,2,2,6,No
SURV00826,LEAD01388,9,9,5,7,5,9,Yes
SURV00827,LEAD01390,10,8,3,1,6,10,No
SURV00828,LEAD01390,8,9,4,2,8,9,Yes
SURV00829,LEAD01391,3,8,4,9,7,1,No
SURV00830,LEAD01393,4,6,5,7,6,4,No
SURV00831,LEAD01396,9,6,3,7,2,10,Yes
SURV00832,LEAD01396,7,6,5,7,7,6,No
SURV00833,LEAD01398,7,5,5,1,3,6,No
SURV00834,LEAD01400,6,6,4,7,6,6,No
SURV00835,LEAD01402,4,7,4,3,6,4,No
SURV00836,LEAD01403,6,4,3,5,6,5,Yes
SURV00837,LEAD01404,8,3,4,5,6,7,No
SURV00838,LEAD01405,5,5,1,7,8,6,No
SURV00839,LEAD01408,9,6,4,9,4,8,No
SURV00840,LEAD01411,4,3,4,4,8,5,No
SURV00841,LEAD01416,8,8,2,5,7,7,No
SURV00842,LEAD01416,10,9,2,2,4,10,Yes
SURV00843,LEAD01416,9,9,2,4,6,8,Yes
SURV00844,LEAD01420,6,3,1,3,6,6,No
SURV00845,LEAD01421,9,5,2,2,4,7,Yes
SURV00846,LEAD01422,7,6,3,8,5,6,No
SURV00847,LEAD01424,6,6,4,3,5,6,No
SURV00848,LEAD01424,5,3,4,1,7,4,No
SURV00849,LEAD01427,6,3,4,5,3,5,No
SURV00850,LEAD01427,7,8,5,4,7,7,No
SURV00851,LEAD01427,8,4,6,3,5,8,Yes
SURV00852,LEAD01434,9,6,3,1,5,8,No
SURV00853,LEAD01434,8,5,2,4,6,8,No
SURV00854,LEAD01441,6,7,2,9,5,6,No
SURV00855,LEAD01444,5,6,2,5,8,5,No
SURV00856,LEAD01444,4,8,3,3,6,5,No
SURV00857,LEAD01446,6,4,3,8,7,6,No
SURV00858,LEAD01450,7,4,1,7,5,6,No
SURV00859,LEAD01450,4,4,4,6,7,4,No
SURV00860,LEAD01450,5,5,3,7,5,6,Yes
SURV00861,LEAD01452,6,5,2,1,8,6,No
SURV00862,LEAD01459,6,4,2,7,6,6,No
SURV00863,LEAD01463,5,6,4,5,3,4,No
SURV00864,LEAD01463,7,7,6,2,4,5,Yes
SURV00865,LEAD01466,8,7,1,7,6,8,No
SURV00866,LEAD01466,4,7,3,6,7,3,No
SURV00867,LEAD01471,5,3,6,5,5,7,No
SURV00868,LEAD01472,8,7,4,7,6,6,No
SURV00869,LEAD01477,7,7,6,8,7,4,No
SURV00870,LEAD01480,9,6,2,5,5,8,No
SURV00871,LEAD01480,6,8,2,6,5,6,No
SURV00872,LEAD01480,4,7,1,3,9,4,No
SURV00873,LEAD01483,5,5,5,10,5,5,No
SURV00874,LEAD01485,5,6,5,4,4,6,No
SURV00875,LEAD01487,8,10,3,8,6,10,Yes
SURV00876,LEAD01490,9,7,3,3,5,8,No
SURV00877,LEAD01493,7,8,1,3,6,6,No
SURV00878,LEAD01493,7,5,1,3,4,5,No
SURV00879,LEAD01494,4,4,3,5,3,4,No
SURV00880,LEAD01497,8,6,2,7,6,8,Yes
SURV00881,LEAD01497,10,10,1,6,5,10,Yes
SURV00882,LEAD01498,7,6,1,9,4,6,Yes
SURV00883,LEAD01498,9,4,4,9,2,10,Yes
SURV00884,LEAD01498,8,6,6,6,2,8,Yes
SURV00885,LEAD01500,8,6,3,6,3,8,No
SURV00886,LEAD01501,8,7,5,5,5,8,No
SURV00887,LEAD01506,5,4,2,3,4,4,No
SURV00888,LEAD01510,6,4,5,5,3,6,No
SURV00889,LEAD01512,5,5,4,10,5,4,No
SURV00890,LEAD01513,8,7,7,8,6,8,Yes
SURV00891,LEAD01515,6,5,3,2,7,7,No
SURV00892,LEAD01516,6,6,3,7,7,5,No
SURV00893,LEAD01518,4,5,3,5,7,5,No
SURV00894,LEAD01518,5,5,3,2,6,5,No
SURV00895,LEAD01522,6,5,2,2,5,5,No
SURV00896,LEAD01522,7,6,2,2,5,6,No
SURV00897,LEAD01523,5,2,8,5,6,4,No
SURV00898,LEAD01527,4,6,4,8,8,4,No
SURV00899,LEAD01528,10,6,3,10,3,10,Yes
SURV00900,LEAD01528,6,4,5,7,4,6,Yes
SURV00901,LEAD01528,7,8,5,7,4,5,Yes
SURV00902,LEAD01529,6,9,5,5,4,6,No
SURV00903,LEAD01529,6,5,3,6,5,6,No
SURV00904,LEAD01531,5,4,2,5,3,4,No
SURV00905,LEAD01532,6,6,3,6,7,7,No
SURV00906,LEAD01532,5,4,4,8,7,3,No
SURV00907,LEAD01534,6,4,4,7,4,7,No
SURV00908,LEAD01539,6,4,4,6,6,6,No
SURV00909,LEAD01540,6,8,5,7,5,5,Yes
SURV00910,LEAD01547,9,9,3,1,6,10,Yes
SURV00911,LEAD01549,4,8,3,9,6,4,No
SURV00912,LEAD01551,6,6,4,2,2,6,No
SURV00913,LEAD01552,5,3,6,3,4,7,No
SURV00914,LEAD01553,6,8,4,3,6,8,Yes
SURV00915,LEAD01562,8,6,4,3,5,9,Yes
SURV00916,LEAD01562,8,3,2,1,6,8,No
SURV00917,LEAD01563,6,5,1,8,8,6,No
SURV00918,LEAD01564,6,4,3,5,4,5,No
SURV00919,LEAD01564,5,4,4,4,6,4,No
SURV00920,LEAD01565,8,6,3,4,7,7,No
SURV00921,LEAD01565,8,7,4,4,6,8,No
SURV00922,LEAD01566,7,7,1,9,6,9,No
SURV00923,LEAD01566,6,3,1,10,8,7,No
SURV00924,LEAD01568,5,3,8,3,6,6,No
SURV00925,LEAD01573,8,5,5,6,5,7,Yes
SURV00926,LEAD01574,5,5,4,6,6,4,No
SURV00927,LEAD01575,9,9,4,7,7,10,Yes
SURV00928,LEAD01575,9,7,4,6,8,10,Yes
SURV00929,LEAD01577,6,6,4,7,5,7,No
SURV00930,LEAD01578,6,6,3,4,6,6,No
SURV00931,LEAD01582,6,9,1,5,3,6,No
SURV00932,LEAD01582,5,5,2,7,7,4,No
SURV00933,LEAD01584,8,8,2,8,5,9,Yes
SURV00934,LEAD01584,8,7,4,5,5,6,Yes
SURV00935,LEAD01585,9,2,4,5,4,9,No
SURV00936,LEAD01589,8,3,3,5,6,8,Yes
SURV00937,LEAD01590,6,4,1,5,6,6,No
SURV00938,LEAD01589,7,6,3,2,8,8,No
SURV00939,LEAD01592,6,8,5,9,5,6,No
SURV00940,LEAD01594,6,7,3,7,5,5,No
SURV00941,LEAD01595,7,5,2,3,5,9,No
SURV00942,LEAD01595,7,8,2,4,6,6,No
SURV00943,LEAD01595,7,6,3,5,4,8,No
SURV00944,LEAD01597,8,9,5,5,5,8,Yes
SURV00945,LEAD01597,9,7,1,6,7,9,No
SURV00946,LEAD01600,3,5,3,3,7,4,No
SURV00947,LEAD01602,7,8,2,8,6,6,No
SURV00948,LEAD01603,8,4,3,8,6,7,No
SURV00949,LEAD01606,6,7,4,3,8,6,No
SURV00950,LEAD01607,6,6,6,4,5,5,No
SURV00951,LEAD01609,8,6,4,10,3,9,Yes
SURV00952,LEAD01609,8,8,4,9,6,9,Yes
SURV00953,LEAD01611,7,5,2,4,2,7,No
SURV00954,LEAD01613,10,6,4,9,8,8,Yes
SURV00955,LEAD01613,9,9,3,9,5,7,Yes
SURV00956,LEAD01614,7,5,2,4,5,9,Yes
SURV00957,LEAD01616,5,5,6,4,5,4,No
SURV00958,LEAD01617,9,4,3,5,8,9,Yes
SURV00959,LEAD01621,7,7,4,8,4,7,No
SURV00960,LEAD01622,8,8,4,5,7,8,No
SURV00961,LEAD01622,7,7,5,5,4,8,No
SURV00962,LEAD01622,8,10,5,4,6,10,Yes
SURV00963,LEAD01623,8,4,4,3,3,9,No
SURV00964,LEAD01625,8,4,3,7,8,8,No
SURV00965,LEAD01627,7,5,6,7,5,8,No
SURV00966,LEAD01629,7,7,2,10,6,7,No
SURV00967,LEAD01630,6,3,4,4,5,5,No
SURV00968,LEAD01631,8,6,4,10,4,8,Yes
SURV00969,LEAD01632,7,4,2,6,7,7,No
SURV00970,LEAD01632,7,6,4,1,10,6,No
SURV00971,LEAD01633,5,6,5,5,5,5,No
SURV00972,LEAD01633,6,6,8,5,6,6,No
SURV00973,LEAD01634,7,8,3,6,5,8,No
SURV00974,LEAD01634,7,10,4,7,6,7,Yes
SURV00975,LEAD01635,6,3,5,9,5,7,No
SURV00976,LEAD01635,8,5,5,9,6,8,No
SURV00977,LEAD01637,6,7,4,10,6,6,No
SURV00978,LEAD01642,7,7,3,2,9,6,No
SURV00979,LEAD01642,4,3,2,3,5,3,No
SURV00980,LEAD01646,5,8,5,6,4,5,No
SURV00981,LEAD01648,8,9,3,5,6,9,No
SURV00982,LEAD01649,6,5,2,1,6,7,No
SURV00983,LEAD01651,5,5,3,5,5,5,No
SURV00984,LEAD01652,6,6,1,8,5,7,No
SURV00985,LEAD01654,6,8,4,9,9,5,No
SURV00986,LEAD01655,7,1,6,2,7,7,No
SURV00987,LEAD01655,4,4,3,4,5,5,No
SURV00988,LEAD01656,9,9,4,2,6,10,Yes
SURV00989,LEAD01656,7,7,4,2,7,7,No
SURV00990,LEAD01659,3,6,5,4,4,4,No
SURV00991,LEAD01661,6,5,5,3,7,7,No
SURV00992,LEAD01662,6,7,1,4,8,6,No
SURV00993,LEAD01662,4,6,2,3,6,3,No
SURV00994,LEAD01667,7,4,4,8,4,6,No
SURV00995,LEAD01667,7,7,4,6,7,8,No
SURV00996,LEAD01672,8,8,3,3,7,7,Yes
SURV00997,LEAD01672,9,4,4,3,7,10,Yes
SURV00998,LEAD01673,7,8,4,3,6,9,Yes
SURV00999,LEAD01676,5,5,3,10,8,5,No
SURV01000,LEAD01676,7,6,5,8,7,7,No
SURV01001,LEAD01676,4,5,4,7,5,4,No
SURV01002,LEAD01679,8,4,2,7,7,8,Yes
SURV01003,LEAD01679,9,7,1,9,4,9,Yes
SURV01004,LEAD01679,10,7,1,10,3,9,Yes
SURV01005,LEAD01680,7,8,1,9,4,7,No
SURV01006,LEAD01682,6,6,9,4,4,6,No
SURV01007,LEAD01683,7,6,8,4,3,8,No
SURV01008,LEAD01690,5,6,3,2,5,5,No
SURV01009,LEAD01692,9,7,5,4,4,10,No
SURV01010,LEAD01692,7,6,5,2,8,9,No
