FollowUp_ID,Lead_ID,FollowUp_Date,Mode,Purpose,Outcome
FU000381,LEAD00133,2024-09-04,Meeting,Interest Check,Neutral
FU000382,LEAD00133,2024-09-22,Call,Payment Follow-up,Neutral
FU000383,LEAD00134,2025-01-29,Meeting,Introduction,Interested
FU000384,LEAD00135,2025-03-30,Meeting,Introduction,Neutral
FU000385,LEAD00136,2025-05-07,WhatsApp,Introduction,Not Interested
FU000386,LEAD00136,2025-05-27,WhatsApp,Document Collection,Not Interested
FU000387,LEAD00137,2025-12-01,WhatsApp,Introduction,Interested
FU000388,LEAD00137,2025-12-01,WhatsApp,Introduction,Interested
FU000389,LEAD00137,2025-12-22,WhatsApp,Introduction,Requested Callback
FU000390,LEAD00137,2026-01-07,WhatsApp,Interest Check,Neutral
FU000391,LEAD00138,2024-06-10,WhatsApp,Introduction,Not Interested
FU000392,LEAD00138,2024-06-28,Call,Site Visit Invitation,Requested Callback
FU000393,LEAD00138,2024-07-09,WhatsApp,Site Visit Invitation,Not Interested
FU000394,LEAD00138,2024-08-03,WhatsApp,Site Visit Invitation,Neutral
FU000395,LEAD00139,2024-07-17,Meeting,Introduction,Neutral
FU000396,LEAD00139,2024-08-13,Email,Payment Follow-up,Neutral
FU000397,LEAD00139,2024-08-20,WhatsApp,Interest Check,Requested Callback
FU000398,LEAD00139,2024-09-18,Call,Site Visit Invitation,Neutral
FU000399,LEAD00140,2026-05-11,WhatsApp,Introduction,Interested
FU000400,LEAD00140,2026-05-25,Loan Assistance,Loan Guidance,Interested
FU000401,LEAD00141,2024-03-26,WhatsApp,Introduction,Interested
FU000402,LEAD00141,2024-04-09,Call,Interest Check,Interested
FU000403,LEAD00141,2024-04-14,Call,Interest Check,No Response
FU000404,LEAD00142,2024-05-20,Call,Introduction,Requested Callback
FU000405,LEAD00143,2024-09-16,WhatsApp,Introduction,Requested Callback
FU000406,LEAD00143,2024-09-30,Loan Assistance,Loan Guidance,Interested
FU000407,LEAD00143,2024-10-10,Call,Price Negotiation,Interested
FU000408,LEAD00144,2026-05-30,Call,Introduction,No Response
FU000409,LEAD00144,2026-06-25,Call,Document Collection,Interested
FU000410,LEAD00145,2026-08-08,Call,Introduction,Interested
FU000411,LEAD00145,2026-08-26,Call,Re-engagement,Requested Callback
FU000412,LEAD00145,2026-09-10,Site Visit Reminder,Site Visit Invitation,Neutral
FU000413,LEAD00145,2026-09-15,Call,Re-engagement,Interested
FU000414,LEAD00145,2026-09-19,Payment Discussion,Payment Follow-up,Requested Callback
FU000415,LEAD00145,2026-09-27,Call,Booking Confirmation,Converted
FU000416,LEAD00146,2026-09-12,Call,Introduction,Not Interested
FU000417,LEAD00146,2026-09-12,Call,Introduction,Not Interested
FU000418,LEAD00147,2026-06-17,Site Visit Reminder,Site Visit Invitation,Interested
FU000419,LEAD00147,2026-06-17,Site Visit Reminder,Site Visit Invitation,Interested
FU000420,LEAD00147,2026-07-10,Payment Discussion,Payment Follow-up,Interested
FU000421,LEAD00147,2026-07-25,Call,Post-Visit Feedback,Requested Callback
FU000422,LEAD00147,2026-08-11,Email,Document Collection,Neutral
FU000423,LEAD00147,2026-08-22,Call,Introduction,Neutral
FU000424,LEAD00147,2026-09-20,Call,Introduction,Neutral
FU000425,LEAD00147,2026-10-03,Call,Document Collection,Neutral
FU000426,LEAD00147,2026-10-03,Call,Document Collection,Neutral
FU000427,LEAD00147,2026-10-10,WhatsApp,Re-engagement,Interested
FU000428,LEAD00148,2024-10-28,Email,Introduction,Not Interested
FU000429,LEAD00148,2024-11-14,Call,Interest Check,No Response
FU000430,LEAD00148,2024-11-21,WhatsApp,Post-Visit Feedback,Neutral
FU000431,LEAD00148,2024-11-30,Call,Document Collection,Not Interested
FU000432,LEAD00149,2025-04-17,Email,Introduction,Interested
FU000433,LEAD00149,2025-05-08,Email,Re-engagement,Not Interested
FU000434,LEAD00149,2025-05-08,Email,Re-engagement,Not Interested
FU000435,LEAD00149,2025-05-15,Call,Price Negotiation,Interested
FU000436,LEAD00149,2025-06-11,WhatsApp,Post-Visit Feedback,Interested
FU000437,LEAD00149,2025-06-27,WhatsApp,Price Negotiation,Requested Callback
FU000438,LEAD00149,2025-07-24,WhatsApp,Loan Guidance,Interested
FU000439,LEAD00149,2025-07-31,Call,Post-Visit Feedback,Neutral
FU000440,LEAD00149,2025-07-31,Call,Post-Visit Feedback,Neutral
FU000441,LEAD00149,2025-08-12,Call,Payment Follow-up,Requested Callback
FU000442,LEAD00149,2025-08-27,Call,Document Collection,Neutral
FU000443,LEAD00150,2025-09-20,Call,Introduction,Neutral
FU000444,LEAD00150,2025-09-25,WhatsApp,Introduction,Neutral
FU000445,LEAD00150,2025-10-19,WhatsApp,Site Visit Invitation,Requested Callback
FU000446,LEAD00151,2026-07-19,WhatsApp,Introduction,Interested
FU000447,LEAD00151,2026-07-19,WhatsApp,Introduction,Interested
FU000448,LEAD00151,2026-08-12,Call,Site Visit Invitation,Requested Callback
FU000449,LEAD00151,2026-09-05,Meeting,Price Negotiation,Interested
FU000450,LEAD00152,2026-12-18,Payment Discussion,Payment Follow-up,Neutral
FU000451,LEAD00152,2026-12-23,Site Visit Reminder,Site Visit Invitation,No Response
FU000452,LEAD00153,2026-05-14,Email,Introduction,No Response
FU000453,LEAD00153,2026-05-14,Email,Introduction,No Response
FU000454,LEAD00153,2026-05-30,Call,Re-engagement,Interested
FU000455,LEAD00154,2026-07-24,Call,Introduction,No Response
FU000456,LEAD00154,2026-07-30,Call,Re-engagement,No Response
FU000457,LEAD00155,2026-11-08,WhatsApp,Introduction,Neutral
FU000458,LEAD00155,2026-11-25,WhatsApp,Site Visit Invitation,Interested
FU000459,LEAD00156,2026-08-07,Site Visit Reminder,Site Visit Invitation,Neutral
FU000460,LEAD00157,2026-08-16,Payment Discussion,Payment Follow-up,No Response
FU000461,LEAD00157,2026-09-04,Email,Introduction,Neutral
FU000462,LEAD00157,2026-09-18,Site Visit Reminder,Site Visit Invitation,Not Interested
FU000463,LEAD00157,2026-10-05,Email,Interest Check,Interested
FU000464,LEAD00157,2026-10-20,WhatsApp,Site Visit Invitation,Neutral
FU000465,LEAD00157,2026-10-25,Call,Re-engagement,No Response
FU000466,LEAD00157,2026-10-25,Call,Re-engagement,No Response
FU000467,LEAD00157,2026-11-13,Loan Assistance,Loan Guidance,Converted
FU000468,LEAD00158,2026-04-18,Call,Introduction,Interested
FU000469,LEAD00158,2026-05-05,WhatsApp,Post-Visit Feedback,Requested Callback
FU000470,LEAD00158,2026-05-29,WhatsApp,Loan Guidance,Interested
FU000471,LEAD00158,2026-06-24,Call,Document Collection,Interested
FU000472,LEAD00158,2026-06-24,Call,Document Collection,Interested
FU000473,LEAD00159,2025-07-17,Call,Introduction,Not Interested
FU000474,LEAD00160,2026-02-26,Payment Discussion,Payment Follow-up,No Response
FU000475,LEAD00160,2026-03-14,Site Visit Reminder,Site Visit Invitation,Neutral
FU000476,LEAD00160,2026-03-14,Site Visit Reminder,Site Visit Invitation,Neutral
FU000477,LEAD00160,2026-04-01,Loan Assistance,Loan Guidance,Requested Callback
FU000478,LEAD00160,2026-04-08,Loan Assistance,Loan Guidance,Converted
FU000479,LEAD00161,2026-04-30,Site Visit Reminder,Site Visit Invitation,Not Interested
FU000480,LEAD00162,2026-11-14,Meeting,Introduction,Neutral
FU000481,LEAD00162,2026-11-14,Meeting,Introduction,Neutral
FU000482,LEAD00162,2026-12-10,Site Visit Reminder,Site Visit Invitation,Not Interested
FU000483,LEAD00163,2025-08-04,Meeting,Introduction,Neutral
FU000484,LEAD00164,2025-11-29,WhatsApp,Introduction,Interested
FU000485,LEAD00164,2025-12-15,Call,Payment Follow-up,Requested Callback
FU000486,LEAD00164,2026-01-04,Email,Re-engagement,Interested
FU000487,LEAD00165,2024-02-07,Call,Introduction,Neutral
FU000488,LEAD00165,2024-02-22,Meeting,Site Visit Invitation,Requested Callback
FU000489,LEAD00165,2024-03-06,WhatsApp,Interest Check,Requested Callback
FU000490,LEAD00165,2024-03-10,Loan Assistance,Loan Guidance,Interested
FU000491,LEAD00165,2024-03-16,Loan Assistance,Loan Guidance,Converted
FU000492,LEAD00166,2024-04-23,WhatsApp,Introduction,Interested
FU000493,LEAD00167,2024-12-26,Call,Introduction,Interested
FU000494,LEAD00168,2024-06-16,Payment Discussion,Payment Follow-up,Converted
FU000495,LEAD00169,2024-08-07,Email,Introduction,Neutral
FU000496,LEAD00169,2024-08-17,Call,Document Collection,Requested Callback
FU000497,LEAD00169,2024-08-22,Call,Price Negotiation,Not Interested
FU000498,LEAD00169,2024-09-14,Meeting,Site Visit Invitation,Not Interested
FU000499,LEAD00170,2024-11-13,Call,Introduction,Not Interested
FU000500,LEAD00171,2025-02-04,WhatsApp,Introduction,No Response
FU000501,LEAD00172,2025-07-20,Payment Discussion,Payment Follow-up,Neutral
FU000502,LEAD00172,2025-07-30,WhatsApp,Site Visit Invitation,Interested
FU000503,LEAD00172,2025-08-13,Meeting,Document Collection,No Response
FU000504,LEAD00172,2025-08-31,Loan Assistance,Loan Guidance,Converted
FU000505,LEAD00173,2025-08-21,Loan Assistance,Loan Guidance,Requested Callback
FU000506,LEAD00174,2025-07-09,Site Visit Reminder,Site Visit Invitation,Not Interested
FU000507,LEAD00175,2025-12-22,WhatsApp,Introduction,Not Interested
FU000508,LEAD00175,2025-12-31,WhatsApp,Price Negotiation,No Response
FU000509,LEAD00176,2026-07-14,Site Visit Reminder,Site Visit Invitation,Neutral
FU000510,LEAD00177,2026-04-11,Email,Introduction,Not Interested
FU000511,LEAD00178,2025-04-12,Email,Introduction,Requested Callback
FU000512,LEAD00178,2025-04-16,Site Visit Reminder,Site Visit Invitation,Neutral
FU000513,LEAD00178,2025-04-16,Site Visit Reminder,Site Visit Invitation,Neutral
FU000514,LEAD00178,2025-04-21,Email,Re-engagement,Requested Callback
FU000515,LEAD00178,2025-05-10,Call,Loan Guidance,No Response
FU000516,LEAD00178,2025-05-26,Call,Interest Check,No Response
FU000517,LEAD00178,2025-06-12,Call,Interest Check,Requested Callback
FU000518,LEAD00178,2025-06-17,Loan Assistance,Loan Guidance,Neutral
FU000519,LEAD00178,2025-07-02,Call,Booking Confirmation,Converted
FU000520,LEAD00179,2026-01-28,Email,Introduction,Neutral
FU000521,LEAD00180,2025-12-24,Email,Introduction,Interested
FU000522,LEAD00180,2026-01-07,Site Visit Reminder,Site Visit Invitation,Neutral
FU000523,LEAD00180,2026-01-12,Email,Re-engagement,Interested
FU000524,LEAD00181,2025-01-11,Call,Introduction,Interested
FU000525,LEAD00182,2026-09-26,WhatsApp,Introduction,Not Interested
FU000526,LEAD00182,2026-10-16,WhatsApp,Price Negotiation,Not Interested
FU000527,LEAD00182,2026-10-22,Site Visit Reminder,Site Visit Invitation,No Response
FU000528,LEAD00182,2026-11-20,Site Visit Reminder,Site Visit Invitation,Not Interested
FU000529,LEAD00183,2024-01-25,WhatsApp,Introduction,Interested
FU000530,LEAD00184,2026-10-30,WhatsApp,Introduction,Requested Callback
FU000531,LEAD00185,2026-12-31,WhatsApp,Introduction,Requested Callback
FU000532,LEAD00186,2026-12-31,Site Visit Reminder,Site Visit Invitation,Not Interested
FU000533,LEAD00187,2025-03-21,Call,Introduction,No Response
FU000534,LEAD00188,2025-08-07,Meeting,Introduction,Not Interested
FU000535,LEAD00189,2026-10-11,Meeting,Introduction,Neutral
FU000536,LEAD00189,2026-11-08,WhatsApp,Site Visit Invitation,Neutral
FU000537,LEAD00189,2026-11-13,WhatsApp,Loan Guidance,Interested
FU000538,LEAD00190,2024-07-22,Loan Assistance,Loan Guidance,Not Interested
FU000539,LEAD00191,2026-05-31,WhatsApp,Introduction,Interested
FU000540,LEAD00191,2026-06-24,Site Visit Reminder,Site Visit Invitation,No Response
FU000541,LEAD00191,2026-07-17,WhatsApp,Site Visit Invitation,Interested
FU000542,LEAD00192,2026-09-02,WhatsApp,Introduction,Not Interested
FU000543,LEAD00193,2026-11-03,Call,Introduction,Not Interested
FU000544,LEAD00194,2024-12-10,Site Visit Reminder,Site Visit Invitation,Interested
FU000545,LEAD00194,2024-12-21,WhatsApp,Payment Follow-up,No Response
FU000546,LEAD00194,2025-01-04,WhatsApp,Document Collection,Interested
FU000547,LEAD00194,2025-02-01,Call,Post-Visit Feedback,Interested
FU000548,LEAD00194,2025-02-06,WhatsApp,Re-engagement,No Response
FU000549,LEAD00194,2025-02-11,Site Visit Reminder,Site Visit Invitation,Interested
FU000550,LEAD00195,2026-08-15,Payment Discussion,Payment Follow-up,Neutral
FU000551,LEAD00195,2026-09-02,Payment Discussion,Payment Follow-up,Converted
FU000552,LEAD00196,2025-09-26,Site Visit Reminder,Site Visit Invitation,Neutral
FU000553,LEAD00196,2025-10-20,Call,Payment Follow-up,Neutral
FU000554,LEAD00197,2025-07-25,WhatsApp,Introduction,Interested
FU000555,LEAD00198,2026-03-16,Email,Introduction,Neutral
FU000556,LEAD00198,2026-04-14,Site Visit Reminder,Site Visit Invitation,Neutral
FU000557,LEAD00198,2026-05-02,WhatsApp,Re-engagement,No Response
FU000558,LEAD00198,2026-05-09,Call,Post-Visit Feedback,No Response
FU000559,LEAD00198,2026-06-04,Email,Document Collection,No Response
FU000560,LEAD00198,2026-06-17,Call,Payment Follow-up,Requested Callback
FU000561,LEAD00198,2026-07-06,WhatsApp,Re-engagement,No Response
FU000562,LEAD00199,2025-10-17,Call,Introduction,Neutral
FU000563,LEAD00199,2025-11-05,WhatsApp,Document Collection,No Response
FU000564,LEAD00199,2025-11-22,Call,Booking Confirmation,Requested Callback
FU000565,LEAD00200,2026-01-22,Call,Introduction,Requested Callback
FU000566,LEAD00200,2026-02-14,Call,Interest Check,Interested
FU000567,LEAD00200,2026-03-06,Call,Price Negotiation,Requested Callback
FU000568,LEAD00200,2026-03-24,Call,Interest Check,Neutral
FU000569,LEAD00200,2026-04-12,Email,Interest Check,Requested Callback
FU000570,LEAD00201,2025-08-28,Site Visit Reminder,Site Visit Invitation,No Response
FU000571,LEAD00202,2025-02-26,WhatsApp,Introduction,Not Interested
FU000572,LEAD00202,2025-02-26,WhatsApp,Introduction,Not Interested
FU000573,LEAD00203,2025-12-09,WhatsApp,Introduction,Requested Callback
FU000574,LEAD00203,2025-12-18,Meeting,Price Negotiation,Interested
FU000575,LEAD00203,2025-12-28,Payment Discussion,Payment Follow-up,No Response
FU000576,LEAD00204,2025-07-17,Site Visit Reminder,Site Visit Invitation,Interested
FU000577,LEAD00204,2025-07-26,Call,Price Negotiation,Not Interested
FU000578,LEAD00204,2025-08-01,Site Visit Reminder,Site Visit Invitation,Interested
FU000579,LEAD00204,2025-08-01,Site Visit Reminder,Site Visit Invitation,Interested
FU000580,LEAD00204,2025-08-24,Loan Assistance,Loan Guidance,Neutral
FU000581,LEAD00204,2025-09-19,Loan Assistance,Loan Guidance,Interested
FU000582,LEAD00204,2025-10-09,Meeting,Site Visit Invitation,Neutral
FU000583,LEAD00204,2025-10-09,Meeting,Site Visit Invitation,Neutral
FU000584,LEAD00204,2025-10-19,Call,Price Negotiation,Interested
FU000585,LEAD00205,2024-11-06,Call,Introduction,No Response
FU000586,LEAD00206,2024-02-01,Meeting,Introduction,Neutral
FU000587,LEAD00207,2026-08-08,Call,Introduction,No Response
FU000588,LEAD00207,2026-09-06,WhatsApp,Price Negotiation,Neutral
FU000589,LEAD00208,2026-12-11,WhatsApp,Introduction,Not Interested
FU000590,LEAD00208,2026-12-20,Email,Re-engagement,Neutral
FU000591,LEAD00208,2026-12-25,WhatsApp,Re-engagement,Not Interested
FU000592,LEAD00209,2024-05-08,Meeting,Introduction,Not Interested
FU000593,LEAD00210,2026-09-20,WhatsApp,Introduction,Not Interested
FU000594,LEAD00210,2026-09-20,WhatsApp,Introduction,Not Interested
FU000595,LEAD00210,2026-10-16,Email,Site Visit Invitation,Not Interested
FU000596,LEAD00211,2024-07-05,Call,Introduction,Requested Callback
FU000597,LEAD00211,2024-07-12,Payment Discussion,Payment Follow-up,Requested Callback
FU000598,LEAD00212,2024-05-02,Call,Introduction,Requested Callback
FU000599,LEAD00212,2024-05-17,Call,Introduction,Neutral
FU000600,LEAD00212,2024-05-29,Site Visit Reminder,Site Visit Invitation,Interested
FU000601,LEAD00213,2024-11-17,Meeting,Introduction,No Response
FU000602,LEAD00214,2026-12-14,Call,Introduction,Not Interested
FU000603,LEAD00215,2024-10-12,WhatsApp,Introduction,Interested
FU000604,LEAD00215,2024-11-06,WhatsApp,Payment Follow-up,Requested Callback
FU000605,LEAD00216,2024-03-11,Call,Introduction,Interested
FU000606,LEAD00216,2024-03-20,Loan Assistance,Loan Guidance,Neutral
FU000607,LEAD00217,2024-05-30,Loan Assistance,Loan Guidance,Interested
FU000608,LEAD00217,2024-06-04,Site Visit Reminder,Site Visit Invitation,No Response
FU000609,LEAD00218,2025-10-23,WhatsApp,Introduction,Interested
FU000610,LEAD00219,2024-05-07,Email,Introduction,Requested Callback
FU000611,LEAD00220,2025-10-18,Email,Introduction,Requested Callback
FU000612,LEAD00220,2025-11-04,Call,Price Negotiation,Interested
FU000613,LEAD00220,2025-12-01,WhatsApp,Re-engagement,Interested
FU000614,LEAD00221,2026-10-31,Call,Introduction,No Response
FU000615,LEAD00221,2026-11-08,WhatsApp,Introduction,Requested Callback
FU000616,LEAD00221,2026-11-30,Call,Interest Check,Interested
FU000617,LEAD00221,2026-11-30,Call,Interest Check,Interested
FU000618,LEAD00222,2026-07-09,Call,Introduction,Neutral
FU000619,LEAD00223,2026-12-31,Call,Introduction,Neutral
FU000620,LEAD00224,2025-02-04,Call,Introduction,Neutral
FU000621,LEAD00225,2026-10-18,WhatsApp,Introduction,Not Interested
FU000622,LEAD00225,2026-11-16,WhatsApp,Price Negotiation,Not Interested
FU000623,LEAD00226,2025-08-06,Email,Introduction,Neutral
FU000624,LEAD00227,2025-06-13,Site Visit Reminder,Site Visit Invitation,Neutral
FU000625,LEAD00228,2025-11-15,Site Visit Reminder,Site Visit Invitation,Requested Callback
FU000626,LEAD00228,2025-12-04,WhatsApp,Interest Check,No Response
FU000627,LEAD00228,2025-12-04,WhatsApp,Interest Check,No Response
FU000628,LEAD00228,2025-12-18,Call,Re-engagement,Neutral
FU000629,LEAD00228,2025-12-23,Call,Re-engagement,Requested Callback
FU000630,LEAD00228,2025-12-23,Call,Re-engagement,Requested Callback
FU000631,LEAD00229,2025-03-01,WhatsApp,Introduction,Requested Callback
FU000632,LEAD00229,2025-03-20,WhatsApp,Introduction,Neutral
FU000633,LEAD00229,2025-03-20,WhatsApp,Introduction,Neutral
FU000634,LEAD00230,2025-11-11,Call,Introduction,Neutral
FU000635,LEAD00230,2025-11-22,Site Visit Reminder,Site Visit Invitation,Not Interested
FU000636,LEAD00231,2026-07-30,Meeting,Introduction,Not Interested
FU000637,LEAD00232,2026-12-31,Payment Discussion,Payment Follow-up,Interested
FU000638,LEAD00233,2024-03-18,WhatsApp,Introduction,Requested Callback
FU000639,LEAD00233,2024-04-06,Loan Assistance,Loan Guidance,Requested Callback
FU000640,LEAD00233,2024-05-03,Call,Payment Follow-up,Requested Callback
FU000641,LEAD00233,2024-05-10,Call,Interest Check,Interested
FU000642,LEAD00233,2024-05-19,WhatsApp,Post-Visit Feedback,No Response
FU000643,LEAD00233,2024-05-26,Email,Post-Visit Feedback,Requested Callback
FU000644,LEAD00234,2024-09-08,Call,Introduction,Neutral
FU000645,LEAD00234,2024-10-01,WhatsApp,Interest Check,Neutral
FU000646,LEAD00235,2026-04-22,Email,Introduction,Neutral
FU000647,LEAD00235,2026-04-22,Email,Introduction,Neutral
FU000648,LEAD00235,2026-05-18,Call,Interest Check,No Response
FU000649,LEAD00235,2026-06-15,Call,Interest Check,No Response
FU000650,LEAD00235,2026-07-05,Call,Post-Visit Feedback,Requested Callback
FU000651,LEAD00236,2026-06-20,Call,Introduction,Requested Callback
FU000652,LEAD00236,2026-07-01,Call,Interest Check,Neutral
FU000653,LEAD00237,2025-10-20,Call,Introduction,Interested
FU000654,LEAD00237,2025-11-14,WhatsApp,Site Visit Invitation,Requested Callback
FU000655,LEAD00237,2025-11-19,Email,Site Visit Invitation,Neutral
FU000656,LEAD00237,2025-12-04,Email,Interest Check,Interested
FU000657,LEAD00237,2025-12-04,Email,Interest Check,Interested
FU000658,LEAD00237,2025-12-04,Email,Interest Check,Interested
FU000659,LEAD00237,2025-12-14,Email,Site Visit Invitation,Interested
FU000660,LEAD00238,2026-01-25,Call,Introduction,Interested
